,network,station,location,band_inst,label,trace_starttime,trigger_onset,pick_time,trigger_offset,max_prob,thresh_prob
141,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:08:04.800000Z,2011-01-04T08:08:05.020000Z,2011-01-04T08:08:05.270000Z,0.08609501,0.05
142,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:21:34.340000Z,2011-01-04T08:21:34.710000Z,2011-01-04T08:21:35.070000Z,0.18525036,0.05
143,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:25:52.460000Z,2011-01-04T08:25:52.630000Z,2011-01-04T08:25:52.780000Z,0.06674711,0.05
144,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:33:56.070000Z,2011-01-04T08:33:56.190000Z,2011-01-04T08:33:56.300000Z,0.05480693,0.05
145,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:41:13.680000Z,2011-01-04T08:41:13.810000Z,2011-01-04T08:41:13.960000Z,0.06173033,0.05
146,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:44:03.160000Z,2011-01-04T08:44:03.510000Z,2011-01-04T08:44:03.820000Z,0.13471028,0.05
147,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:52:26.510000Z,2011-01-04T08:52:26.850000Z,2011-01-04T08:52:27.180000Z,0.14965153,0.05
148,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T08:53:57.100000Z,2011-01-04T08:53:57.250000Z,2011-01-04T08:53:57.400000Z,0.058784224,0.05
149,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T09:30:22.350000Z,2011-01-04T09:30:22.760000Z,2011-01-04T09:30:23.110000Z,0.17358504,0.05
150,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T09:31:37.540000Z,2011-01-04T09:31:37.790000Z,2011-01-04T09:31:38.000000Z,0.08157167,0.05
151,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T10:46:33.960000Z,2011-01-04T10:46:34.050000Z,2011-01-04T10:46:34.160000Z,0.054509655,0.05
152,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T11:31:54.160000Z,2011-01-04T11:31:54.320000Z,2011-01-04T11:31:54.460000Z,0.06056845,0.05
153,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T11:57:27.450000Z,2011-01-04T11:57:27.550000Z,2011-01-04T11:57:27.640000Z,0.055035178,0.05
154,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T12:44:49.460000Z,2011-01-04T12:44:49.540000Z,2011-01-04T12:44:49.600000Z,0.05297892,0.05
155,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T13:32:18.830000Z,2011-01-04T13:32:19.050000Z,2011-01-04T13:32:19.220000Z,0.07046469,0.05
156,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T13:33:11.760000Z,2011-01-04T13:33:12.230000Z,2011-01-04T13:33:12.730000Z,0.4916711,0.05
157,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T13:37:35.540000Z,2011-01-04T13:37:35.840000Z,2011-01-04T13:37:36.250000Z,0.11482076,0.05
158,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T13:43:25.550000Z,2011-01-04T13:43:25.910000Z,2011-01-04T13:43:26.240000Z,0.16783087,0.05
159,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:20:18.150000Z,2011-01-04T14:20:18.180000Z,2011-01-04T14:20:18.220000Z,0.050485082,0.05
160,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:20:56.840000Z,2011-01-04T14:20:57.010000Z,2011-01-04T14:20:57.150000Z,0.0651171,0.05
161,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:21:10.330000Z,2011-01-04T14:21:10.580000Z,2011-01-04T14:21:10.780000Z,0.0738309,0.05
162,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:24:59.810000Z,2011-01-04T14:24:59.900000Z,2011-01-04T14:24:59.970000Z,0.05380241,0.05
163,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:28:03.510000Z,2011-01-04T14:28:03.780000Z,2011-01-04T14:28:04.060000Z,0.09960443,0.05
164,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:40:34.030000Z,2011-01-04T14:40:34.380000Z,2011-01-04T14:40:34.760000Z,0.16333835,0.05
165,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:51:20.170000Z,2011-01-04T14:51:20.500000Z,2011-01-04T14:51:20.800000Z,0.11811361,0.05
166,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T14:53:33.400000Z,2011-01-04T14:53:33.590000Z,2011-01-04T14:53:33.740000Z,0.065670095,0.05
167,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:00:01.370000Z,2011-01-04T15:00:01.590000Z,2011-01-04T15:00:01.790000Z,0.07882481,0.05
168,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:03:32.640000Z,2011-01-04T15:03:32.850000Z,2011-01-04T15:03:33.030000Z,0.07555403,0.05
169,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:07:29.100000Z,2011-01-04T15:07:29.170000Z,2011-01-04T15:07:29.230000Z,0.052414708,0.05
170,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:09:28.660000Z,2011-01-04T15:09:28.920000Z,2011-01-04T15:09:29.140000Z,0.09065996,0.05
171,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:16:25.720000Z,2011-01-04T15:16:25.970000Z,2011-01-04T15:16:26.210000Z,0.08950437,0.05
172,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:19:34.290000Z,2011-01-04T15:19:34.620000Z,2011-01-04T15:19:34.890000Z,0.10383922,0.05
173,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:43:25.780000Z,2011-01-04T15:43:26.050000Z,2011-01-04T15:43:26.330000Z,0.10103873,0.05
174,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T15:48:16.270000Z,2011-01-04T15:48:16.590000Z,2011-01-04T15:48:16.900000Z,0.14030887,0.05
175,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T16:06:52.480000Z,2011-01-04T16:06:52.930000Z,2011-01-04T16:06:53.230000Z,0.13201328,0.05
176,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T17:42:31.380000Z,2011-01-04T17:42:31.620000Z,2011-01-04T17:42:31.840000Z,0.081749395,0.05
177,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T17:57:56.910000Z,2011-01-04T17:57:57.090000Z,2011-01-04T17:57:57.240000Z,0.05931778,0.05
178,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T18:37:30.030000Z,2011-01-04T18:37:30.250000Z,2011-01-04T18:37:30.540000Z,0.0850015,0.05
179,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T18:42:36.420000Z,2011-01-04T18:42:36.510000Z,2011-01-04T18:42:36.620000Z,0.057320695,0.05
180,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T20:17:47.790000Z,2011-01-04T20:17:47.900000Z,2011-01-04T20:17:48.000000Z,0.05484691,0.05
181,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T20:24:01.030000Z,2011-01-04T20:24:01.250000Z,2011-01-04T20:24:01.440000Z,0.06967273,0.05
182,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T23:27:34.260000Z,2011-01-04T23:27:34.400000Z,2011-01-04T23:27:34.530000Z,0.061654348,0.05
183,CN,ALB,,EH,S,2011-01-04T00:00:00.000000Z,2011-01-04T23:35:17.890000Z,2011-01-04T23:35:18.160000Z,2011-01-04T23:35:18.420000Z,0.08173556,0.05
