,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,0,0,2012-10-01 04:32:58.332174+00:00,-26.64954763777753,-190.0859849562341,36.328125,9,40.7881053577802,-125.81573753113186,36.328125,0,191641,0.651057243347168,FS20B,S,1349066001.879701,2012-10-01 04:32:58.332174+00:00
95,95,9,2012-10-01 23:30:57.156702+00:00,59.6442256655021,-208.3818142452808,37.890625,16,40.621630484519,-124.79510888214423,37.890625,9,437,0.058992862701416,FS09B,P,1349134263.7017,2012-10-01 23:30:57.156702+00:00
200,200,15,2012-10-02 04:25:44.934867+00:00,28.34158240843008,-206.85716180452687,44.140625,23,40.6370254686216,-125.16497379878268,44.140625,15,458,0.362109899520874,FS09B,P,1349151954.0212,2012-10-02 04:25:44.934867+00:00
237,237,17,2012-10-02 05:16:27.148613+00:00,79.9486429133326,-211.4311191267886,49.609375,23,40.5924607357325,-124.55555962969328,49.609375,17,460,0.0879051685333252,FS09B,P,1349154995.6612,2012-10-02 05:16:27.148613+00:00
260,260,18,2012-10-02 06:17:16.500038+00:00,-0.4230086926631355,-232.77625329734303,48.046875,15,40.404099902536416,-125.5049831181842,48.046875,18,472,0.1691071987152099,FS09B,P,1349158648.1612,2012-10-02 06:17:16.500038+00:00
275,275,19,2012-10-02 06:48:09.003035+00:00,28.34158240843008,-206.85716180452687,44.140625,24,40.6370254686216,-125.16497379878268,44.140625,19,478,0.2739417552947998,FS09B,P,1349160498.0012,2012-10-02 06:48:09.003035+00:00
306,306,21,2012-10-02 20:28:51.358038+00:00,49.49201704158685,-185.51202763397248,26.171875,8,40.8282335877771,-124.9132780377425,26.171875,21,5777,0.0986137390136718,FS13B,P,1349209738.6255,2012-10-02 20:28:51.358038+00:00
331,331,23,2012-10-03 01:14:34.027227+00:00,98.56102539051057,-222.86601243244277,49.609375,21,40.48749995207931,-124.33751018289854,49.609375,23,583,-0.0150771141052246,FS09B,P,1349226883.5806,2012-10-03 01:14:34.027227+00:00
352,352,24,2012-10-03 09:40:53.908802+00:00,-0.4230086926631355,-234.30090573809696,49.609375,18,40.39036952441691,-125.50498210603668,49.609375,24,6107,0.6491472721099854,FS13B,P,1349257266.2719,2012-10-03 09:40:53.908802+00:00
379,379,26,2012-10-03 15:13:56.376819+00:00,-65.56634736278599,-226.6776435343275,33.984375,15,40.4564367063439,-126.27297855584554,33.984375,26,665,0.0836482048034668,FS09B,P,1349277256.4406,2012-10-03 15:13:56.376819+00:00
440,440,32,2012-10-04 04:50:52.738657+00:00,86.7167819959428,247.4892655401326,48.828125,6,44.722286508137074,-124.4054621219193,48.828125,32,16,0.4626545906066894,BABR,P,1349326264.21,2012-10-04 04:50:52.738657+00:00
446,446,33,2012-10-04 05:07:27.980515+00:00,97.7150080051843,233.00506735297068,34.765625,9,44.59056061693337,-124.26943241152468,34.765625,33,17,-0.594757080078125,BABR,P,1349327255.835,2012-10-04 05:07:27.980515+00:00
455,455,34,2012-10-04 06:01:28.840591+00:00,74.87253860137497,-238.1125368399817,49.609375,16,40.35268555955485,-124.6186639775984,49.609375,34,740,0.3544106483459472,FS09B,P,1349330497.0201,2012-10-04 06:01:28.840591+00:00
532,532,41,2012-10-04 22:24:13.223719+00:00,53.72210396821821,-219.81670755093492,42.578125,17,40.519068022459365,-124.86606622167828,42.578125,41,812,0.3430855274200439,FS09B,P,1349389460.0201,2012-10-04 22:24:13.223719+00:00
582,582,44,2012-10-05 08:19:26.653784+00:00,-26.64954763777753,-215.24275022867332,45.703125,21,40.56156847337136,-125.81467065512084,45.703125,44,877,0.3567044734954834,FS09B,P,1349425181.799598,2012-10-05 08:19:26.653784+00:00
654,654,50,2012-10-05 15:42:55.771139+00:00,79.10262552800631,-232.01392707696607,49.609375,18,40.4072098481739,-124.5681206611866,49.609375,50,923,-0.1382677555084228,FS09B,P,1349451783.579598,2012-10-05 15:42:55.771139+00:00
672,672,51,2012-10-05 17:57:07.759817+00:00,63.87431259213346,-231.2516008565892,49.609375,28,40.4153810760228,-124.74742699996143,49.609375,51,935,-0.1304683685302734,FS09B,P,1349459834.899598,2012-10-05 17:57:07.759817+00:00
716,716,53,2012-10-05 19:15:02.553719+00:00,78.25660814268005,-228.20229597508143,49.609375,25,40.44161106716861,-124.57761732136316,49.609375,53,941,-0.1312832832336425,FS09B,P,1349464510.299598,2012-10-05 19:15:02.553719+00:00
755,755,56,2012-10-05 20:04:05.801958+00:00,53.72210396821821,-202.2832044822653,33.984375,15,40.67695215940659,-124.8645730569232,33.984375,56,158528,-0.2780358791351318,FS09B,S,1349467456.759598,2012-10-05 20:04:05.801958+00:00
