,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick
0,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,59543,0.16716432571411133,FS09B,P,1349090448.8017
1,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,200648,-0.20182394981384277,FS09B,S,1349090452.7017
2,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,205621,-0.2578878402709961,FS13B,S,1349090452.059
3,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,58164,0.5768251419067383,FS16B,P,1349090449.8526
4,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,199425,-0.42859482765197754,FS16B,S,1349090453.5646
5,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,19664,-0.3379051685333252,FS20B,P,1349090446.297193
6,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,165752,0.4942288398742676,FS20B,S,1349090450.009193
7,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,145780,-0.4055647850036621,G10B,P,1349090446.186205
8,0,2012-10-01 11:20:42.478249+00:00,-41.44717511135071,-129.17514781892245,0.390625,9,40.585821551341034,-125.23957323557438,0.390625,0,142515,0.3935563564300537,G25B,P,1349090468.6865
9,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,59546,0.32172393798828125,FS09B,P,1349094738.1217
10,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,200655,0.5214822292327881,FS09B,S,1349094743.7817
11,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,64186,-0.53682541847229,FS13B,P,1349094737.035
12,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,205625,0.5138208866119385,FS13B,S,1349094743.387
13,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,58185,-0.5694806575775146,FS16B,P,1349094736.9326
14,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,199444,0.18991994857788086,FS16B,S,1349094742.9486
15,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,81394,-1.2352163791656494,FS17B,P,1349094736.2892
16,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,219602,-0.646019458770752,FS17B,S,1349094742.1532
17,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,165756,0.5067856311798096,FS20B,S,1349094746.241456
18,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,145781,-0.04968523979187012,G10B,P,1349094743.786205
19,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,206945,-0.7168517112731934,G19B,S,1349094763.6809
20,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,44830,1.3506371974945068,M14B,P,1349094741.939925
21,1,2012-10-01 12:32:09.926707+00:00,9.923971505534677,-132.98596577889018,49.609375,13,40.5524820012361,-124.6328361885333,49.609375,1,187793,0.3497133255004883,M14B,S,1349094748.339925
22,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,59557,1.0833680629730225,FS09B,P,1349107422.1017
23,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,200666,0.2006223201751709,FS09B,S,1349107427.3617
24,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,64308,-0.44524693489074707,FS13B,P,1349107420.963
25,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,205664,0.11773443222045898,FS13B,S,1349107427.939
26,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,199485,0.08759093284606934,FS16B,S,1349107428.4526
27,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,219624,-0.4287109375,FS17B,S,1349107427.8572
28,2,2012-10-01 16:03:32.165071+00:00,21.599232100281355,-170.3319817865734,46.484375,8,40.215940053575935,-124.4962624561299,46.484375,2,19682,-0.41362643241882324,FS20B,P,1349107421.938229
