,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick
0,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,459812,-0.12066888809204102,LZB,P,1293934266.2
1,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,975721,0.5927631855010986,LZB,S,1293934281.1
2,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,481763,-0.0661935806274414,MGB,P,1293934256.14
3,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,995713,-0.13042950630187988,MGB,S,1293934263.25
4,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,650627,-0.3653693199157715,OFR,S,1293934286.527
5,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,78673,0.14296817779541016,OZB,P,1293934254.1
6,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,646771,-0.09151697158813477,OZB,S,1293934259.475
7,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,327091,-0.14939379692077637,PGC,P,1293934269.2
8,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,804902,0.9040696620941162,W07,S,1293934278.2884
9,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,327173,-0.799138069152832,W08,P,1293934262.473601
10,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,166189,-0.14082121849060059,YOUB,P,1293934260.23
11,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125,0,722608,0.22373056411743164,YOUB,S,1293934270.66
12,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,421790,-0.24585890769958496,DBO,P,1293948077.61
13,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,202951,-0.8622846603393555,I02D,P,1293948085.225
14,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,755807,0.8435232639312744,I02D,S,1293948128.65
15,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,48864,-0.7314810752868652,I03D,P,1293948083.025
16,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,620480,1.2598092555999756,I03D,S,1293948125.25
17,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,156263,-0.8881547451019287,JCC,P,1293948050.058391
18,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,713951,0.11416172981262207,JCC,S,1293948068.898391
19,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,313508,0.12271881103515625,K02D,P,1293948069.824998
20,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,849182,0.5531513690948486,K02D,S,1293948101.099998
21,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,535685,-0.28399109840393066,KEB,P,1293948067.0037
22,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,1041423,-0.032119035720825195,KEB,S,1293948096.4237
23,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,549309,-1.3467702865600586,KHMB,P,1293948053.97
24,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,1053384,-0.49356770515441895,KHMB,S,1293948075.7
25,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,432772,0.31304311752319336,KSXB,P,1293948058.6577
26,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,952714,1.2438557147979736,KSXB,S,1293948082.5577
27,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625,1,576023,0.20049667358398438,L02D,P,1293948064.649998
