,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,7544,823,2011-07-26 01:02:04.553059+00:00,183.16276392313767,317.10218278646846,49.609375,16,47.32730295450952,-123.07684320535108,49.609375,823,355660,-1.0424885749816897,BABR,P,1311642168.555,2011-07-26 01:02:04.553059+00:00
1,7544,823,2011-07-26 01:02:04.553059+00:00,183.16276392313767,317.10218278646846,49.609375,16,47.32730295450952,-123.07684320535108,49.609375,823,355660,-1.0424885749816897,BABR,P,1311642168.555,2011-07-26 01:02:04.553059+00:00
2,7544,823,2011-07-26 01:02:04.553059+00:00,183.16276392313767,317.10218278646846,49.609375,16,47.32730295450952,-123.07684320535108,49.609375,823,355660,-1.0424885749816897,BABR,P,1311642168.555,2011-07-26 01:02:04.553059+00:00
3,7573,826,2011-07-26 09:50:24.968644+00:00,41.87786057365042,418.81491784375976,47.265625,8,48.26633366118515,-124.93591477610288,47.265625,826,950590,-0.0155820846557617,BMSB,S,1311673846.2,2011-07-26 09:50:24.968644+00:00
4,7602,830,2011-07-27 14:44:00.465525+00:00,70.64245167474363,410.4385749566888,44.140625,13,48.188460590124485,-124.54990167511028,44.140625,830,982591,-0.6317143440246582,BTB,S,1311777883.1,2011-07-27 14:44:00.465525+00:00
5,7985,872,2011-08-03 08:14:47.371112+00:00,216.15744195086225,87.3510635982338,6.640625,9,45.25282154130151,-122.74637000619106,6.640625,872,461280,-0.2320735454559326,DBO,P,1312359326.047,2011-08-03 08:14:47.371112+00:00
6,7994,873,2011-08-03 09:01:31.323231+00:00,67.25838213343854,439.1574648552181,46.484375,13,48.44706684057167,-124.5908320707764,46.484375,873,628619,0.0890145301818847,BMSB,S,1312362111.325,2011-08-03 09:01:31.323231+00:00
7,8007,874,2011-08-03 09:15:57.564682+00:00,69.79643428941736,442.7473260925342,45.703125,11,48.47906944413049,-124.55593013355924,45.703125,874,628620,-0.0100314617156982,BMSB,S,1312362977.225,2011-08-03 09:15:57.564682+00:00
8,8018,875,2011-08-03 09:29:57.807502+00:00,69.79643428941736,442.7473260925342,49.609375,8,48.47906944413049,-124.55593013355924,49.609375,875,628621,-0.0664126873016357,BMSB,S,1312363817.925,2011-08-03 09:29:57.807502+00:00
9,8026,876,2011-08-03 09:52:25.836037+00:00,68.10439951876481,439.1574648552181,45.703125,10,48.4469759320735,-124.57939752318488,45.703125,876,628622,-0.0205414295196533,BMSB,S,1312365165.75,2011-08-03 09:52:25.836037+00:00
10,8058,880,2011-08-03 23:15:50.087776+00:00,216.15744195086225,62.222034937020624,27.734375,11,45.02696839024525,-122.75722811978508,27.734375,880,461367,-0.5007271766662598,DBO,P,1312413383.447,2011-08-03 23:15:50.087776+00:00
11,8190,894,2011-08-06 07:06:15.278049+00:00,216.15744195086225,76.58147988628528,19.140625,7,45.1560286833094,-122.75103920237233,19.140625,894,575604,-0.1375305652618408,G03D,P,1312614382.625,2011-08-06 07:06:15.278049+00:00
12,8589,935,2011-08-11 16:54:34.813280+00:00,78.25660814268005,408.0453341318113,29.296875,9,48.1660491809333,-124.44795332424104,29.296875,935,844498,0.5316767692565918,FN07A,S,1313081716.0,2011-08-11 16:54:34.813280+00:00
13,8708,947,2011-08-13 00:55:05.445583+00:00,24.111495481798723,478.645938465696,13.671875,10,48.80529492705457,-125.17175832093984,13.671875,947,21071,0.1358644962310791,BTB,P,1313196918.9,2011-08-13 00:55:05.445583+00:00
14,8994,975,2011-08-18 09:30:30.191946+00:00,37.64777364701905,441.5507056800956,24.609375,6,48.471054116881206,-124.99085660130208,24.609375,975,172755,-0.0808002948760986,OZB,P,1313659841.675,2011-08-18 09:30:30.191946+00:00
15,9000,976,2011-08-18 09:57:24.073298+00:00,37.64777364701905,441.5507056800956,24.609375,9,48.471054116881206,-124.99085660130208,24.609375,976,466062,0.1029739379882812,BMSB,P,1313661452.15,2011-08-18 09:57:24.073298+00:00
16,9015,978,2011-08-18 11:28:21.021362+00:00,36.80175626169279,440.3540852676568,26.171875,10,48.46034353085394,-125.00240277557845,26.171875,978,466063,0.0578463077545166,BMSB,P,1313666909.3,2011-08-18 11:28:21.021362+00:00
17,9206,1002,2011-08-26 13:31:51.096440+00:00,23.265478096472453,490.6121425900831,0.390625,9,48.91292846570934,-125.18259577039696,0.390625,1002,753028,0.3930103778839111,FN18A,S,1314365579.749,2011-08-26 13:31:51.096440+00:00
18,9411,1023,2011-09-01 00:01:43.183841+00:00,29.18759979375635,406.8487137193725,38.671875,6,48.15943252080572,-125.10766755318626,38.671875,1023,267947,0.0833070278167724,MGB,P,1314835320.12,2011-09-01 00:01:43.183841+00:00
19,9655,1051,2011-09-05 10:13:14.497404+00:00,151.0141032807393,431.9777423805858,18.359375,12,48.36803316556351,-123.4617814330534,18.359375,1051,715571,-0.2533981800079345,FN18A,S,1315217650.567,2011-09-05 10:13:14.497404+00:00
20,9701,1056,2011-09-06 02:20:44.998450+00:00,178.08665961118004,408.0453341318113,49.609375,24,48.14594221458414,-123.10675734123272,49.609375,1056,416197,1.0078270435333252,BMSB,P,1315275672.625,2011-09-06 02:20:44.998450+00:00
21,9756,1061,2011-09-06 18:03:46.601563+00:00,-13.959286857883471,460.6966322791151,37.109375,6,48.64419827773241,-125.6894285840108,37.109375,1061,548195,0.6742792129516602,BTB,P,1315332243.35,2011-09-06 18:03:46.601563+00:00
22,9762,1062,2011-09-06 19:50:32.810244+00:00,-2.1150434633156774,479.8425588781347,30.078125,9,48.81651905535694,-125.5287995367551,30.078125,1062,416209,0.1236879825592041,BMSB,P,1315338639.775,2011-09-06 19:50:32.810244+00:00
23,9975,1085,2011-09-08 09:18:08.443193+00:00,181.47072915248515,461.8932526915538,19.140625,9,48.628796583331855,-123.03808351382546,19.140625,1085,1013653,-0.0138132572174072,FN07A,S,1315473551.442,2011-09-08 09:18:08.443193+00:00
