,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,datetime
92,2011-09-14T00:13:44.620Z,40.5583333,-127.3873333,23.307,3.42,md,11.0,317.0,2.369,0.28,nc,nc71646141,2017-01-25T05:48:07.401Z,"264 km W of Ferndale, California",earthquake,3.23,31.61,0.21,19.0,reviewed,nc,nc,2011-09-14 00:13:44.620000+00:00
93,2011-09-13T18:46:22.880Z,40.4418333,-125.9006667,4.202,2.94,md,38.0,265.0,1.192,0.36,nc,nc71645896,2017-01-25T05:46:30.701Z,"139 km W of Ferndale, California",earthquake,1.39,31.61,0.189,35.0,reviewed,nc,nc,2011-09-13 18:46:22.880000+00:00
94,2011-09-11T20:58:55.790Z,41.856,-126.0353333,23.54,3.04,md,16.0,270.0,1.393,0.16,nc,nc71644001,2017-01-25T05:28:09.674Z,"143 km WSW of Pistol River, Oregon",earthquake,1.32,12.49,0.11,16.0,reviewed,nc,nc,2011-09-11 20:58:55.790000+00:00
95,2011-09-11T19:51:53.150Z,48.3263333,-123.2673333,47.319,1.7,md,18.0,125.0,0.09554,0.12,uw,uw10826373,2016-07-22T17:56:19.900Z,"13 km SSE of Victoria, Canada",earthquake,0.277,0.24,0.04,5.0,reviewed,uw,uw,2011-09-11 19:51:53.150000+00:00
96,2011-09-10T18:41:12.670Z,40.7233333,-124.189,7.695,2.42,md,16.0,169.0,0.1532,0.11,nc,nc71643091,2022-07-23T05:16:45.129Z,"0 km SSE of Humboldt Hill, California",earthquake,0.46,0.72,0.143,28.0,reviewed,nc,nc,2011-09-10 18:41:12.670000+00:00
97,2011-09-10T16:58:53.490Z,43.559,-127.23,10.0,3.5,ml,57.0,191.8,,1.3,us,usp000j7w2,2014-11-07T01:45:52.542Z,"233 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,us,2011-09-10 16:58:53.490000+00:00
98,2011-09-10T00:05:43.170Z,40.3453333,-124.3945,17.523,2.79,md,13.0,233.0,0.08739,0.14,nc,nc71642626,2017-01-25T05:09:22.620Z,"27 km SSW of Ferndale, California",earthquake,0.55,0.34,0.154,34.0,reviewed,nc,nc,2011-09-10 00:05:43.170000+00:00
99,2011-09-09T14:22:34.220Z,48.4996667,-124.881,4.542,0.79,md,6.0,195.0,0.2643,0.46,uw,uw10825658,2016-07-22T17:56:09.980Z,"23 km NW of Neah Bay, Washington",earthquake,1.7,34.1,0.033,3.0,reviewed,uw,uw,2011-09-09 14:22:34.220000+00:00
100,2011-09-08T09:18:09.540Z,48.592,-123.0153333,14.911,0.9,md,10.0,123.0,0.04613,0.2,uw,uw10825163,2016-07-22T17:56:03.600Z,"5 km W of Orcas, Washington",earthquake,0.56,1.09,0.03,2.0,reviewed,uw,uw,2011-09-08 09:18:09.540000+00:00
101,2011-09-07T19:37:06.510Z,40.2881667,-124.3775,15.775,2.51,md,17.0,235.0,0.06667,0.17,nc,nc71641336,2017-01-25T04:52:25.990Z,"31 km SW of Scotia, California",earthquake,0.79,0.45,0.162,48.0,reviewed,nc,nc,2011-09-07 19:37:06.510000+00:00
102,2011-09-07T16:21:11.680Z,40.4983333,-123.8658333,23.229,1.68,md,17.0,92.0,0.08018,0.14,nc,nc71641181,2017-01-25T04:50:40.173Z,"13 km NNE of Redcrest, California",earthquake,0.49,0.58,0.14,12.0,reviewed,nc,nc,2011-09-07 16:21:11.680000+00:00
103,2011-09-07T11:17:41.590Z,49.3093333,-124.001,58.257,2.0,md,9.0,135.0,0.08245,0.32,uw,uw10825048,2016-07-22T17:55:57.410Z,"9 km ENE of Fairwinds, Canada",earthquake,2.319,1.69,0.03,7.0,reviewed,uw,uw,2011-09-07 11:17:41.590000+00:00
104,2011-09-07T04:43:03.770Z,40.418,-124.6276667,26.363,2.63,md,24.0,234.0,0.2288,0.21,nc,nc71640706,2017-01-25T04:42:40.960Z,"35 km WSW of Ferndale, California",earthquake,0.85,1.25,0.344,36.0,reviewed,nc,nc,2011-09-07 04:43:03.770000+00:00
105,2011-09-06T05:37:14.610Z,40.384,-124.82,23.405,2.81,ml,53.0,240.0,0.3793,0.22,nc,nc71635110,2017-01-25T04:35:45.139Z,"51 km WSW of Ferndale, California",earthquake,0.85,7.21,0.252,10.0,reviewed,nc,nc,2011-09-06 05:37:14.610000+00:00
106,2011-09-06T02:20:46.770Z,48.18,-123.1683333,42.764,2.81,ml,35.0,41.0,0.1335,0.17,uw,uw10824603,2016-09-01T20:07:00.565Z,"8 km NW of Jamestown, Washington",earthquake,0.29,0.59,0.187,34.0,reviewed,uw,uw,2011-09-06 02:20:46.770000+00:00
107,2011-09-06T00:12:39.750Z,41.3875,-125.7685,22.497,2.91,md,13.0,297.0,1.334,0.19,nc,nc71634980,2017-01-25T04:33:50.824Z,"136 km WSW of Crescent City, California",earthquake,4.04,14.44,0.175,31.0,reviewed,nc,nc,2011-09-06 00:12:39.750000+00:00
108,2011-09-06T00:07:34.750Z,40.4411667,-124.4615,18.773,2.12,md,12.0,263.0,0.1009,0.1,nc,nc71634975,2022-07-23T05:03:19.640Z,"22 km SW of Ferndale, California",earthquake,0.99,0.41,0.102,11.0,reviewed,nc,nc,2011-09-06 00:07:34.750000+00:00
109,2011-09-05T15:43:58.880Z,40.5741667,-123.9295,24.307,2.49,md,21.0,101.0,0.1477,0.08,nc,nc71634710,2017-01-25T04:31:24.030Z,"14 km ENE of Hydesville, California",earthquake,0.38,0.75,0.184,30.0,reviewed,nc,nc,2011-09-05 15:43:58.880000+00:00
110,2011-09-05T06:05:30.570Z,49.6283333,-123.4568333,9.5,0.0,md,16.0,244.0,0.5305,0.31,uw,uw10824213,2016-07-22T17:55:38.150Z,"23 km WSW of Squamish, Canada",earthquake,,0.01,0.04,0.0,reviewed,uw,uw,2011-09-05 06:05:30.570000+00:00
111,2011-09-03T07:42:34.200Z,46.3611667,-123.2251667,15.967,2.0,md,25.0,114.0,0.2699,0.16,uw,uw10823328,2016-07-22T17:55:08.020Z,"14 km W of Ryderwood, Washington",earthquake,0.028,0.07,0.03,12.0,reviewed,uw,uw,2011-09-03 07:42:34.200000+00:00
112,2011-09-03T03:49:27.520Z,40.2973333,-123.477,29.217,2.57,md,32.0,36.0,0.0991,0.1,nc,nc71632785,2017-01-25T04:05:46.370Z,"13 km WNW of Ruth, California",earthquake,0.27,0.55,0.206,47.0,reviewed,nc,nc,2011-09-03 03:49:27.520000+00:00
113,2011-09-01T19:25:55.740Z,40.3848333,-124.287,24.289,1.73,md,13.0,150.0,0.06306,0.12,nc,nc71631875,2017-01-25T03:54:25.421Z,"19 km SW of Scotia, California",earthquake,0.61,0.87,0.147,8.0,reviewed,nc,nc,2011-09-01 19:25:55.740000+00:00
114,2011-08-30T23:56:31.810Z,40.6173333,-123.6098333,24.125,2.21,md,20.0,62.0,0.1081,0.06,nc,nc71630780,2017-01-25T03:32:56.914Z,"13 km W of Hyampom, California",earthquake,0.42,0.67,0.115,20.0,reviewed,nc,nc,2011-08-30 23:56:31.810000+00:00
115,2011-08-30T07:19:42.160Z,40.2933333,-124.4113333,18.611,2.07,md,16.0,249.0,0.09099,0.21,nc,nc71630315,2017-01-25T03:25:32.471Z,"33 km SW of Scotia, California",earthquake,0.84,0.42,0.088,14.0,reviewed,nc,nc,2011-08-30 07:19:42.160000+00:00
116,2011-08-30T05:32:15.990Z,45.5793333,-124.7833333,34.445,1.7,md,5.0,315.0,0.6537,0.19,uw,uw10827303,2016-07-22T17:54:50.750Z,"65 km WNW of Oceanside, Oregon",earthquake,3.783,7.52,0.05,3.0,reviewed,uw,uw,2011-08-30 05:32:15.990000+00:00
117,2011-08-29T01:47:27.430Z,40.7411667,-123.3365,27.982,1.94,md,16.0,64.0,0.1207,0.26,nc,nc71629460,2017-01-25T03:15:24.015Z,"13 km ESE of Burnt Ranch, California",earthquake,0.77,1.53,0.168,15.0,reviewed,nc,nc,2011-08-29 01:47:27.430000+00:00
118,2011-08-29T00:46:25.440Z,46.2275,-123.083,23.748,1.5,md,18.0,85.0,0.1164,0.13,uw,uw10826843,2016-07-22T17:54:41.560Z,"9 km NW of West Longview, Washington",earthquake,0.305,0.27,0.03,8.0,reviewed,uw,uw,2011-08-29 00:46:25.440000+00:00
119,2011-08-28T20:08:21.650Z,40.5098333,-123.9263333,19.879,1.71,md,16.0,142.0,0.09099,0.08,nc,nc71629310,2017-01-25T03:13:24.620Z,"12 km N of Redcrest, California",earthquake,0.5,0.34,0.113,10.0,reviewed,nc,nc,2011-08-28 20:08:21.650000+00:00
120,2011-08-28T02:20:13.190Z,41.8121667,-127.0565,20.82,3.42,md,16.0,295.0,2.144,0.27,nc,nc71628745,2017-01-25T03:04:19.830Z,"226 km WSW of Pistol River, Oregon",earthquake,7.92,12.79,0.203,36.0,reviewed,nc,nc,2011-08-28 02:20:13.190000+00:00
121,2011-08-27T06:36:53.010Z,40.3305,-124.437,20.721,2.76,md,18.0,250.0,0.1171,0.21,nc,nc71627815,2017-01-25T02:46:55.763Z,"30 km SSW of Ferndale, California",earthquake,1.63,0.57,0.186,48.0,reviewed,nc,nc,2011-08-27 06:36:53.010000+00:00
122,2011-08-26T21:24:19.970Z,40.2848333,-124.5361667,7.911,2.27,md,21.0,251.0,0.1784,0.29,nc,nc71627440,2017-01-25T02:41:30.956Z,"39 km SW of Ferndale, California",earthquake,0.65,1.31,0.137,17.0,reviewed,nc,nc,2011-08-26 21:24:19.970000+00:00
123,2011-08-24T18:55:00.660Z,40.4455,-123.94,20.793,2.13,md,19.0,79.0,0.04414,0.06,nc,nc71625660,2017-01-25T02:16:36.740Z,"5 km N of Redcrest, California",earthquake,0.3,0.31,0.126,21.0,reviewed,nc,nc,2011-08-24 18:55:00.660000+00:00
124,2011-08-24T06:21:34.260Z,40.147,-123.8661667,20.558,1.59,md,14.0,74.0,0.0973,0.14,nc,nc71625055,2017-01-25T02:04:21.215Z,"4 km NW of Redway, California",earthquake,0.42,0.57,0.202,8.0,reviewed,nc,nc,2011-08-24 06:21:34.260000+00:00
125,2011-08-22T21:26:10.540Z,40.8281667,-123.8931667,22.241,1.84,md,18.0,79.0,0.1036,0.07,nc,nc71624245,2017-01-25T01:52:59.030Z,"9 km SE of Blue Lake, California",earthquake,0.39,0.5,0.265,15.0,reviewed,nc,nc,2011-08-22 21:26:10.540000+00:00
126,2011-08-22T04:16:18.790Z,40.2968333,-124.5905,16.301,2.03,md,17.0,262.0,0.2216,0.22,nc,nc71623760,2017-01-25T01:45:42.785Z,"41 km SW of Ferndale, California",earthquake,0.91,0.6,0.35,17.0,reviewed,nc,nc,2011-08-22 04:16:18.790000+00:00
127,2011-08-20T18:40:56.180Z,40.7473333,-123.9375,22.816,2.71,md,21.0,87.0,0.0991,0.12,nc,nc71622965,2022-07-23T03:30:18.646Z,"14 km ESE of Indianola, California",earthquake,0.44,0.72,0.136,41.0,reviewed,nc,nc,2011-08-20 18:40:56.180000+00:00
128,2011-08-17T15:35:44.760Z,40.044,-123.7761667,16.739,1.9,md,21.0,114.0,0.1486,0.19,nc,nc71621270,2017-01-25T01:11:21.554Z,"2 km SSE of Benbow, California",earthquake,0.4,0.58,0.091,14.0,reviewed,nc,nc,2011-08-17 15:35:44.760000+00:00
129,2011-08-17T00:32:24.340Z,49.485,-126.023,45.2,3.5,md,27.0,165.7,,,us,usp000j6jz,2022-08-09T08:33:43.815Z,"37 km NNW of Tofino, Canada",earthquake,,,,,reviewed,pgc,sea,2011-08-17 00:32:24.340000+00:00
130,2011-08-15T18:44:27.970Z,40.7043333,-124.9073333,16.774,2.37,md,35.0,244.0,0.4901,0.13,nc,nc71620105,2017-01-25T00:53:27.670Z,"56 km WNW of Ferndale, California",earthquake,0.7,1.03,0.273,29.0,reviewed,nc,nc,2011-08-15 18:44:27.970000+00:00
131,2011-08-15T15:18:23.190Z,40.3318333,-124.3821667,16.441,1.86,md,12.0,227.0,0.07568,0.16,nc,nc71619970,2017-01-25T00:51:55.833Z,"28 km SSW of Ferndale, California",earthquake,1.2,0.53,0.1,8.0,reviewed,nc,nc,2011-08-15 15:18:23.190000+00:00
132,2011-08-15T07:12:51.560Z,40.3668333,-124.1308333,26.279,2.53,md,20.0,60.0,0.05135,0.13,nc,nc71619730,2017-01-25T00:47:32.390Z,"13 km S of Scotia, California",earthquake,0.42,0.75,0.19,35.0,reviewed,nc,nc,2011-08-15 07:12:51.560000+00:00
133,2011-08-15T06:44:38.380Z,41.2758333,-124.183,28.89,2.51,md,25.0,193.0,0.1685,0.12,nc,nc71619720,2017-01-25T00:47:19.150Z,"10 km W of Orick, California",earthquake,0.45,0.52,0.177,33.0,reviewed,nc,nc,2011-08-15 06:44:38.380000+00:00
134,2011-08-14T19:27:06.240Z,41.027,-125.1661667,20.594,4.1,mw,84.0,230.0,0.8369,0.25,nc,nc71619485,2022-08-06T07:28:01.110Z,"85 km WNW of Samoa, California",earthquake,1.09,31.61,,3.0,reviewed,nc,nc,2011-08-14 19:27:06.240000+00:00
135,2011-08-12T20:03:16.490Z,40.046,-123.7781667,18.879,1.89,md,20.0,109.0,0.1468,0.11,nc,nc71618195,2017-01-25T00:26:05.310Z,"2 km SSE of Benbow, California",earthquake,0.37,0.4,0.166,18.0,reviewed,nc,nc,2011-08-12 20:03:16.490000+00:00
136,2011-08-12T16:27:22.800Z,40.5976667,-123.9811667,20.791,1.71,md,19.0,105.0,0.1622,0.12,nc,nc71618050,2017-01-25T00:24:27.324Z,"11 km ENE of Hydesville, California",earthquake,0.33,0.59,0.119,12.0,reviewed,nc,nc,2011-08-12 16:27:22.800000+00:00
137,2011-08-12T05:21:35.460Z,40.2851667,-124.4976667,20.391,2.38,md,18.0,265.0,0.1495,0.24,nc,nc71617830,2022-07-22T21:33:17.240Z,"37 km SSW of Ferndale, California",earthquake,1.12,0.51,0.159,27.0,reviewed,nc,nc,2011-08-12 05:21:35.460000+00:00
138,2011-08-11T16:54:34.610Z,48.0823333,-124.36,32.643,1.4,md,6.0,94.0,0.01019,0.18,uw,uw10821363,2016-07-22T17:53:33.770Z,"14 km N of Forks, Washington",earthquake,0.758,0.83,0.03,3.0,reviewed,uw,uw,2011-08-11 16:54:34.610000+00:00
139,2011-08-10T17:17:28.630Z,40.4821667,-124.5363333,15.989,2.34,md,14.0,265.0,0.1514,0.2,nc,nc71616915,2017-01-25T00:06:09.425Z,"25 km WSW of Ferndale, California",earthquake,2.19,1.31,0.216,19.0,reviewed,nc,nc,2011-08-10 17:17:28.630000+00:00
140,2011-08-09T21:59:53.360Z,40.0425,-123.7836667,15.729,2.56,md,33.0,108.0,0.1432,0.21,nc,nc71616480,2017-01-24T23:58:27.590Z,"2 km S of Benbow, California",earthquake,0.4,0.59,0.161,33.0,reviewed,nc,nc,2011-08-09 21:59:53.360000+00:00
141,2011-08-09T21:40:43.090Z,40.0475,-123.7713333,17.559,1.76,md,17.0,110.0,0.1523,0.17,nc,nc71616460,2017-01-24T23:58:21.070Z,"2 km SSE of Benbow, California",earthquake,0.36,0.75,0.197,12.0,reviewed,nc,nc,2011-08-09 21:40:43.090000+00:00
142,2011-08-09T21:39:03.620Z,40.0441667,-123.7803333,16.489,2.84,md,24.0,110.0,0.1459,0.14,nc,nc71616450,2022-07-23T02:51:28.008Z,"2 km S of Benbow, California",earthquake,0.3,0.57,0.194,26.0,reviewed,nc,nc,2011-08-09 21:39:03.620000+00:00
143,2011-08-08T21:19:27.960Z,48.2461667,-123.832,14.464,1.2,md,8.0,272.0,0.2682,0.25,uw,uw10820893,2016-07-22T17:53:24.330Z,"16 km SSW of Sooke, Canada",earthquake,2.604,4.06,0.05,3.0,reviewed,uw,uw,2011-08-08 21:19:27.960000+00:00
144,2011-08-07T11:59:01.010Z,40.493,-124.3211667,19.819,2.33,md,18.0,162.0,0.02162,0.12,nc,nc71615150,2017-01-24T23:41:42.740Z,"10 km SSW of Ferndale, California",earthquake,0.57,0.24,0.253,31.0,reviewed,nc,nc,2011-08-07 11:59:01.010000+00:00
145,2011-08-06T00:10:12.510Z,48.2203333,-123.12,47.223,1.8,md,24.0,67.0,0.1545,0.14,uw,uw10820353,2016-07-22T17:53:15.600Z,"10 km NNW of Jamestown, Washington",earthquake,0.368,0.34,0.03,7.0,reviewed,uw,uw,2011-08-06 00:10:12.510000+00:00
146,2011-08-05T01:18:42.830Z,40.398,-124.9586667,8.551,3.55,mw,84.0,246.0,0.4802,0.23,nc,nc71613855,2017-01-24T23:20:06.550Z,"62 km WSW of Ferndale, California",earthquake,0.88,31.61,,4.0,reviewed,nc,nc,2011-08-05 01:18:42.830000+00:00
147,2011-08-03T20:24:58.900Z,40.2843333,-125.2311667,8.331,2.66,md,16.0,326.0,0.7063,0.29,nc,nc71613185,2017-01-24T23:10:39.048Z,"88 km WSW of Ferndale, California",earthquake,14.53,13.94,0.219,33.0,reviewed,nc,nc,2011-08-03 20:24:58.900000+00:00
148,2011-08-03T09:01:32.300Z,48.3968333,-124.6311667,32.948,1.3,md,9.0,145.0,0.09914,0.21,uw,uw10819483,2016-07-22T17:52:56.720Z,"3 km N of Neah Bay, Washington",earthquake,0.998,1.28,0.03,3.0,reviewed,uw,uw,2011-08-03 09:01:32.300000+00:00
149,2011-08-02T05:02:36.160Z,40.4076667,-124.1788333,27.352,2.19,md,18.0,76.0,0.04505,0.09,nc,nc71612135,2017-01-24T22:58:13.960Z,"10 km SW of Scotia, California",earthquake,0.58,0.93,0.28,23.0,reviewed,nc,nc,2011-08-02 05:02:36.160000+00:00
150,2011-08-02T02:06:43.220Z,40.683,-124.2195,12.657,1.62,md,13.0,203.0,0.1973,0.08,nc,nc71612070,2017-01-24T22:57:23.586Z,"1 km ESE of Indianola, California",earthquake,0.53,0.91,0.187,8.0,reviewed,nc,nc,2011-08-02 02:06:43.220000+00:00
151,2011-08-01T11:45:37.090Z,40.3766667,-126.841,4.962,2.99,md,22.0,302.0,1.912,0.23,nc,nc71611610,2017-01-24T22:52:24.022Z,"219 km W of Ferndale, California",earthquake,10.85,9.94,0.115,16.0,reviewed,nc,nc,2011-08-01 11:45:37.090000+00:00
152,2011-07-31T22:53:50.410Z,48.5526667,-123.0408333,4.25,0.5,md,3.0,242.0,0.1873,0.25,uw,uw10829433,2016-07-22T17:48:00.860Z,"2 km NW of Friday Harbor, Washington",earthquake,0.092,0.01,0.02,1.0,reviewed,uw,uw,2011-07-31 22:53:50.410000+00:00
153,2011-07-31T20:27:51.750Z,40.3756667,-124.4185,13.881,1.93,md,14.0,245.0,0.1153,0.14,nc,nc71611245,2017-01-24T22:47:09.622Z,"25 km SSW of Ferndale, California",earthquake,1.62,0.87,0.038,11.0,reviewed,nc,nc,2011-07-31 20:27:51.750000+00:00
154,2011-07-31T15:45:10.410Z,40.4161667,-124.4421667,15.229,2.11,md,15.0,261.0,0.0991,0.11,nc,nc71611130,2017-01-24T22:45:45.928Z,"23 km SW of Ferndale, California",earthquake,1.28,0.33,0.114,11.0,reviewed,nc,nc,2011-07-31 15:45:10.410000+00:00
155,2011-07-31T07:40:47.670Z,40.3785,-124.5143333,23.951,2.18,md,16.0,256.0,0.1667,0.2,nc,nc71610935,2017-01-24T22:42:30.885Z,"30 km SW of Ferndale, California",earthquake,1.1,0.81,0.407,20.0,reviewed,nc,nc,2011-07-31 07:40:47.670000+00:00
156,2011-07-31T06:28:38.940Z,40.356,-124.8858333,15.921,2.65,md,51.0,244.0,0.4351,0.23,nc,nc71610895,2017-01-24T22:41:43.969Z,"58 km WSW of Ferndale, California",earthquake,0.65,0.67,0.282,44.0,reviewed,nc,nc,2011-07-31 06:28:38.940000+00:00
157,2011-07-30T03:07:10.300Z,40.2898333,-124.3286667,17.85,1.67,md,13.0,199.0,0.04505,0.18,nc,nc71610130,2017-01-24T22:31:23.333Z,"28 km SW of Scotia, California",earthquake,1.67,1.19,0.076,7.0,reviewed,nc,nc,2011-07-30 03:07:10.300000+00:00
158,2011-07-29T23:20:27.730Z,40.427,-125.8598333,17.362,2.99,ml,65.0,269.0,1.161,0.38,nc,nc71610035,2017-01-24T22:29:56.771Z,"136 km W of Ferndale, California",earthquake,4.79,7.19,0.155,6.0,reviewed,nc,nc,2011-07-29 23:20:27.730000+00:00
159,2011-07-29T01:31:05.970Z,40.5105,-124.2578333,4.982,1.86,md,12.0,166.0,0.07027,0.11,nc,nc71609390,2017-01-24T22:20:39.724Z,"7 km S of Ferndale, California",earthquake,0.47,1.05,0.073,8.0,reviewed,nc,nc,2011-07-29 01:31:05.970000+00:00
160,2011-07-26T01:02:07.390Z,47.3091667,-123.2573333,43.923,1.62,md,37.0,51.0,0.06016,0.23,uw,uw10827583,2016-07-22T17:47:43.640Z,"8 km WSW of Skokomish, Washington",earthquake,0.41,0.75,0.118,18.0,reviewed,uw,uw,2011-07-26 01:02:07.390000+00:00
161,2011-07-25T17:44:48.360Z,40.7283333,-123.7878333,26.202,1.97,md,18.0,80.0,0.1523,0.12,nc,nc71607290,2017-01-24T21:53:22.325Z,"23 km SE of Blue Lake, California",earthquake,0.37,1.32,0.137,11.0,reviewed,nc,nc,2011-07-25 17:44:48.360000+00:00
162,2011-07-25T03:08:10.740Z,40.988,-123.8775,11.995,1.86,md,16.0,113.0,0.1577,0.25,nc,nc71606905,2017-01-24T21:47:35.070Z,"13 km E of Fieldbrook, California",earthquake,0.62,0.55,0.177,18.0,reviewed,nc,nc,2011-07-25 03:08:10.740000+00:00
163,2011-07-24T23:55:28.840Z,40.304,-124.4318333,19.561,2.27,md,15.0,254.0,0.1099,0.21,nc,nc71606825,2017-01-24T21:46:08.246Z,"33 km SSW of Ferndale, California",earthquake,1.48,0.84,0.18,14.0,reviewed,nc,nc,2011-07-24 23:55:28.840000+00:00
164,2011-07-24T12:19:28.850Z,47.7078333,-123.1781667,40.554,3.85,ml,61.0,36.0,0.1021,0.24,uw,uw10826768,2022-08-09T08:31:54.842Z,"21 km W of Brinnon, Washington",earthquake,0.32,0.45,0.182,96.0,reviewed,uw,uw,2011-07-24 12:19:28.850000+00:00
165,2011-07-24T10:33:53.420Z,48.6191667,-123.0401667,15.031,1.4,md,22.0,111.0,0.07545,0.28,uw,uw10826758,2016-07-22T17:47:38.930Z,"7 km WNW of Orcas, Washington",earthquake,0.633,1.0,0.04,5.0,reviewed,uw,uw,2011-07-24 10:33:53.420000+00:00
166,2011-07-24T07:37:39.830Z,48.6043333,-123.0451667,12.959,1.5,md,16.0,142.0,0.06218,0.25,uw,uw10826723,2016-07-22T17:47:38.100Z,"7 km W of Orcas, Washington",earthquake,0.668,1.0,0.03,3.0,reviewed,uw,uw,2011-07-24 07:37:39.830000+00:00
167,2011-07-24T07:15:13.840Z,48.612,-123.0433333,13.771,1.9,md,21.0,109.0,0.06908,0.26,uw,uw10826708,2016-07-22T17:47:37.250Z,"7 km WNW of Orcas, Washington",earthquake,0.584,0.79,0.02,6.0,reviewed,uw,uw,2011-07-24 07:15:13.840000+00:00
168,2011-07-24T04:47:18.160Z,48.6155,-123.0376667,13.531,1.1,md,10.0,147.0,0.07149,0.25,uw,uw10826703,2016-07-22T17:47:36.770Z,"7 km WNW of Orcas, Washington",earthquake,0.488,0.63,0.03,3.0,reviewed,uw,uw,2011-07-24 04:47:18.160000+00:00
169,2011-07-23T06:11:55.250Z,40.43,-126.089,0.2,3.0,md,6.0,285.5,,,us,usp000j5c2,2017-01-24T21:32:41.667Z,"155 km W of Ferndale, California",earthquake,,,,,reviewed,nc,nc,2011-07-23 06:11:55.250000+00:00
170,2011-07-22T16:07:29.520Z,40.3408333,-125.2653333,12.131,2.61,md,20.0,293.0,0.7207,0.23,nc,nc71605510,2017-01-24T21:27:26.556Z,"88 km WSW of Ferndale, California",earthquake,9.47,10.57,0.157,31.0,reviewed,nc,nc,2011-07-22 16:07:29.520000+00:00
171,2011-07-22T15:31:48.550Z,42.955,-126.225,10.0,2.8,ml,13.0,232.6,,1.2,us,usp000j5b2,2016-07-22T17:47:31.070Z,"143 km W of Port Orford, Oregon",earthquake,,,,,reviewed,us,us,2011-07-22 15:31:48.550000+00:00
172,2011-07-22T08:49:17.760Z,40.4668333,-125.5748333,22.292,2.88,md,32.0,271.0,0.9432,0.26,nc,nc71605360,2017-01-24T21:24:57.096Z,"111 km W of Ferndale, California",earthquake,3.62,10.44,0.125,32.0,reviewed,nc,nc,2011-07-22 08:49:17.760000+00:00
173,2011-07-20T20:21:35.120Z,48.599,-123.024,12.931,1.4,md,8.0,137.0,0.05359,0.13,uw,uw10825448,2016-07-22T17:47:21.420Z,"5 km W of Orcas, Washington",earthquake,0.355,0.26,0.04,3.0,reviewed,uw,uw,2011-07-20 20:21:35.120000+00:00
174,2011-07-20T13:33:21.410Z,40.6311667,-124.2628333,16.407,1.83,md,22.0,172.0,0.1658,0.09,nc,nc71604380,2017-01-24T21:12:55.163Z,"3 km WSW of Loleta, California",earthquake,0.34,0.41,0.134,13.0,reviewed,nc,nc,2011-07-20 13:33:21.410000+00:00
175,2011-07-19T15:11:18.030Z,40.301,-124.4416667,20.891,2.17,md,15.0,261.0,0.1153,0.19,nc,nc71603720,2017-01-24T21:02:55.618Z,"34 km SSW of Ferndale, California",earthquake,1.13,0.53,0.258,24.0,reviewed,nc,nc,2011-07-19 15:11:18.030000+00:00
176,2011-07-19T11:16:10.860Z,40.2781667,-124.3736667,18.64,2.38,md,13.0,246.0,0.05856,0.12,nc,nc71603640,2017-01-24T21:01:17.996Z,"32 km SW of Scotia, California",earthquake,1.3,0.6,0.157,23.0,reviewed,nc,nc,2011-07-19 11:16:10.860000+00:00
177,2011-07-19T00:18:45.050Z,40.6381667,-124.2846667,15.967,1.82,md,27.0,180.0,0.1676,0.18,nc,nc71603400,2017-01-24T20:56:19.670Z,"5 km W of Loleta, California",earthquake,0.63,0.9,0.137,13.0,reviewed,nc,nc,2011-07-19 00:18:45.050000+00:00
178,2011-07-18T19:43:50.620Z,48.603,-123.0263333,13.929,1.0,md,6.0,139.0,0.05777,0.23,uw,uw10824558,2016-07-22T17:47:13.770Z,"6 km W of Orcas, Washington",earthquake,1.16,1.43,0.02,2.0,reviewed,uw,uw,2011-07-18 19:43:50.620000+00:00
179,2011-07-16T15:04:41.270Z,40.4756667,-125.4993333,1.552,2.74,md,46.0,269.0,0.8856,0.27,nc,nc71601925,2017-01-24T20:34:27.161Z,"105 km W of Ferndale, California",earthquake,3.9,2.69,0.179,35.0,reviewed,nc,nc,2011-07-16 15:04:41.270000+00:00
180,2011-07-16T00:15:22.440Z,40.3778333,-124.9431667,22.971,2.69,md,42.0,255.0,0.4721,0.26,nc,nc71601615,2017-01-24T20:29:32.564Z,"61 km WSW of Ferndale, California",earthquake,2.65,16.27,0.169,33.0,reviewed,nc,nc,2011-07-16 00:15:22.440000+00:00
181,2011-07-14T13:18:44.370Z,40.319,-125.5896667,20.622,3.33,mw,11.0,339.0,0.9685,0.24,nc,nc71600730,2017-01-24T20:16:49.760Z,"116 km WSW of Ferndale, California",earthquake,3.48,31.61,,3.0,reviewed,nc,nc,2011-07-14 13:18:44.370000+00:00
182,2011-07-13T01:05:36.440Z,40.495,-123.9741667,19.73,1.73,md,15.0,123.0,0.06126,0.07,nc,nc71600060,2017-01-24T20:04:33.388Z,"10 km N of Redcrest, California",earthquake,0.36,0.34,0.159,12.0,reviewed,nc,nc,2011-07-13 01:05:36.440000+00:00
183,2011-07-12T06:10:07.580Z,42.3235,-124.491,19.166,2.7,md,10.0,268.0,,0.25,uw,uw10822358,2016-07-22T17:46:51.880Z,near the coast of Oregon,earthquake,2.866,0.55,0.05,6.0,reviewed,uw,uw,2011-07-12 06:10:07.580000+00:00
