,idx,time,x,y,z,picks,latitude,longitude,depth
0,0,2011-01-02 02:10:45.887104+00:00,14.805304243209742,518.1344120761738,42.578125,12,49.160665967318174,-125.29701000057817,42.578125
1,1,2011-01-02 06:00:25.260394+00:00,-32.57166933506143,-405.6565463265197,0.390625,17,40.84763312498312,-125.88624640697509,0.390625
2,2,2011-01-02 22:40:10.431510+00:00,53.72210396821821,-433.1788158126103,20.703125,16,40.598696093512224,-124.86531463490351,20.703125
3,3,2011-01-03 01:43:16.485751+00:00,79.9486429133326,-440.3585382872426,37.109375,9,40.53193126186834,-124.55641004335038,37.109375
4,4,2011-01-03 04:37:53.191403+00:00,71.48846906006989,-449.93150158675235,38.671875,12,40.44650415615269,-124.65732888501196,38.671875
5,5,2011-01-03 07:14:52.890629+00:00,69.79643428941736,-452.3247424116298,35.546875,12,40.425097667862204,-124.67753443263594,35.546875
6,6,2011-01-03 07:33:08.107644+00:00,127.3256164916038,-427.19571375041676,38.671875,10,40.64450726589059,-123.9947395092278,38.671875
7,7,2011-01-03 07:49:14.814385+00:00,141.70791204215038,-451.1281219991911,49.609375,18,40.426738127902766,-123.83013393676488,49.609375
8,8,2011-01-03 08:33:12.716719+00:00,211.08133763890459,410.43857495668874,30.859375,14,48.15735705139721,-122.66268762687963,30.859375
9,9,2011-01-03 09:35:35.651050+00:00,112.94332094105717,-410.4430279762745,0.390625,8,40.79741626495752,-124.16170437032896,0.390625
10,10,2011-01-03 09:42:17.283819+00:00,144.24596419812917,-453.52136282406855,42.578125,10,40.40475939732832,-123.80078043494314,42.578125
11,11,2011-01-03 10:48:13.370471+00:00,73.18050383072244,-416.42613003846816,37.890625,10,40.7480474293094,-124.63349949842852,37.890625
12,12,2011-01-03 11:03:15.124887+00:00,181.47072915248515,466.67973434130874,26.953125,14,48.67179952479273,-123.03598788378613,26.953125
13,13,2011-01-03 13:09:28.628851+00:00,123.94154695029872,-367.36469312848055,34.765625,11,41.183608358640164,-124.02279125058485,34.765625
14,14,2011-01-03 16:13:46.390848+00:00,63.028295206807186,-452.3247424116298,49.609375,8,40.42563750070171,-124.75728197252266,49.609375
15,15,2011-01-03 21:40:07.794311+00:00,131.5557034182351,-411.6396483887132,0.390625,6,40.78387651051674,-123.94148545378435,0.390625
16,16,2011-01-03 22:29:33.334639+00:00,-37.64777364701905,-61.02986754416774,49.609375,10,43.94979609506306,-125.96899188212939,49.609375
17,17,2011-01-04 06:03:42.306884+00:00,-60.490243050828376,-291.9776071448411,39.453125,13,41.86954163550907,-126.2286223511369,39.453125
18,18,2011-01-04 11:32:12.866560+00:00,68.95041690409107,-452.3247424116298,37.109375,10,40.42516815478445,-124.68750275564985,37.109375
19,19,2011-01-05 09:29:54.704658+00:00,-207.69726809759953,409.24195454425,0.390625,8,48.147721556650325,-128.29129739198825,0.390625
20,20,2011-01-06 00:07:14.652009+00:00,66.41236474811228,583.9485347603035,9.765625,8,49.74893417303874,-124.57847530942777,9.765625
21,21,2011-01-07 02:55:34.789359+00:00,45.261930114955504,-443.9483995245588,46.484375,12,40.50222251786246,-124.96603144742035,46.484375
22,22,2011-01-07 12:08:16.336300+00:00,180.62471176715889,459.50001186667635,20.703125,6,48.60753945707243,-123.05059110898486,20.703125
23,23,2011-01-07 17:48:56.167689+00:00,-147.63003373943428,516.9377916637351,49.609375,9,49.13235907199553,-127.52300698091139,49.609375
24,24,2011-01-07 18:55:44.303245+00:00,22.419460711146183,-425.999093337978,23.046875,12,40.66479036781709,-125.23486931662609,23.046875
25,25,2011-01-07 22:35:34.935841+00:00,-133.2477381888877,516.9377916637351,49.609375,6,49.13564346384362,-127.32603383232157,49.609375
26,26,2011-01-07 22:35:38.902775+00:00,48.645999656260585,399.66899124474025,49.609375,7,48.09367641944242,-124.84694575982456,49.609375
27,27,2011-01-08 21:31:08.248041+00:00,79.9486429133326,-439.16191787480386,8.203125,8,40.542705794842156,-124.55625885516294,8.203125
28,28,2011-01-09 05:25:15.057020+00:00,-90.94686892257414,494.20200382739927,35.546875,10,48.93896498437447,-126.7414195438815,35.546875
29,29,2011-01-09 09:23:11.792449+00:00,201.77514640031563,520.527652901051,22.265625,7,49.14922578187027,-122.73401999507907,22.265625
