,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,144,47,2011-02-02 15:45:50.169688+00:00,73.07455002333573,476.0787278989766,49.609375,12,48.77838831301952,-124.5057261133833,49.609375,47,332873,-0.1427798271179199,W01,P,1296661572.0091,2011-02-02 15:45:50.169688+00:00
1,177,55,2011-02-08 16:36:33.548068+00:00,199.14209433840347,454.6226985149468,37.109375,18,48.55811624813454,-122.80209270477977,37.109375,55,353964,0.0025830268859863,W01,P,1297183028.9852,2011-02-08 16:36:33.548068+00:00
2,356,110,2011-03-20 04:20:36.159818+00:00,-232.6113538910763,567.6244532708371,1.171875,9,49.56114173290006,-128.71551677225125,1.171875,110,387893,-0.3253593444824219,W01,P,1300594869.3595,2011-03-20 04:20:36.159818+00:00
3,501,151,2012-07-03 03:32:55.933829+00:00,-29.56451260486102,483.2307376936532,6.640625,10,48.8462864742195,-125.90280483410244,6.640625,151,74586,0.9775850772857666,J58A,P,1341286400.81,2012-07-03 03:32:55.933829+00:00
4,511,153,2012-07-09 13:56:04.317302+00:00,45.18350039610835,447.4706887202703,12.890625,8,48.52379242156479,-124.888309873655,12.890625,153,100799,-0.0807833671569824,J58A,P,1341842183.858,2012-07-09 13:56:04.317302+00:00
5,555,165,2014-02-09 14:33:19.080796+00:00,135.55050118832506,360.2161692252157,49.609375,8,47.72647778203703,-123.69308870751271,49.609375,165,258637,-0.328324556350708,FN13C,P,1391956419.43,2014-02-09 14:33:19.080796+00:00
6,569,170,2014-03-21 18:50:24.494111+00:00,71.95890803824663,413.1410417058226,49.609375,8,48.21261345454692,-124.5317408565514,49.609375,170,259847,-0.2710058689117431,FN13C,P,1395427844.999,2014-03-21 18:50:24.494111+00:00
7,585,174,2014-04-02 18:51:59.829638+00:00,-94.27174774002854,543.3076199689366,43.359375,7,49.379901538541,-126.79828130715909,43.359375,174,539688,-0.4314634799957275,J58C,S,1396464776.6507,2014-04-02 18:51:59.829638+00:00
8,599,177,2014-04-05 02:48:43.590497+00:00,40.72093245575197,451.76189459707615,0.390625,6,48.56268544908856,-124.94830141079366,0.390625,177,459108,0.0204002857208251,FN13C,S,1396666168.2674,2014-04-05 02:48:43.590497+00:00
9,605,180,2014-04-07 05:44:40.005477+00:00,7.251672903079118,450.3314926381409,33.203125,9,48.55110207799979,-125.40177491318516,33.203125,180,464463,-0.3636577129364013,FN13C,S,1396849520.4018,2014-04-07 05:44:40.005477+00:00
10,630,183,2014-04-24 03:23:35.631715+00:00,-158.9789828751961,563.3332473940312,6.640625,7,49.54639019357299,-127.69689608680376,6.640625,183,507605,-0.0778627395629882,FN13C,S,1398309892.0046,2014-04-24 03:23:35.631715+00:00
11,637,184,2014-04-24 03:40:57.537963+00:00,-181.29182257697795,576.206865024449,12.109375,7,49.65576528131712,-128.0108749741066,12.109375,184,273190,0.3583130836486816,J58C,P,1398310899.5117,2014-04-24 03:40:57.537963+00:00
12,644,185,2014-04-24 04:19:00.060377+00:00,122.16279736725592,308.72169870354423,49.609375,8,47.26617340929694,-123.88572737743308,49.609375,185,225973,0.95896315574646,FN13C,P,1398313157.5966,2014-04-24 04:19:00.060377+00:00
13,670,199,2014-05-21 04:04:16.795543+00:00,-77.53711796369213,533.2948062563893,41.796875,10,49.29224522754997,-126.5659178889538,41.796875,199,241213,-0.340477705001831,FN13C,P,1400645092.4077,2014-05-21 04:04:16.795543+00:00
