,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,0,0,2011-01-02 02:10:45.481987+00:00,19.52373473905917,523.2819925438422,49.609375,10,49.20681927991348,-125.2320682397529,49.609375,0,358086,0.2153658866882324,W01,P,1293934266.8491,2011-01-02 02:10:45.481987+00:00
1,10,8,2011-01-03 22:30:53.445832+00:00,-78.65275994878122,277.2528556069672,12.890625,6,46.989815774397975,-126.53395012512298,12.890625,8,635090,-0.6166634559631348,W01,S,1294093882.3484,2011-01-03 22:30:53.445832+00:00
2,16,10,2011-01-05 05:25:45.145580+00:00,-97.61867369529584,461.77470830962346,4.296875,6,48.6464301140615,-126.82476581552552,4.296875,10,366668,0.8055868148803711,W04,P,1294205149.2913,2011-01-05 05:25:45.145580+00:00
3,22,11,2011-01-05 09:29:58.041704+00:00,-92.04046376985036,551.8900317225485,24.609375,7,49.45739113241693,-126.76954962130571,24.609375,11,581223,-0.7565460205078125,W01,S,1294219834.3671,2011-01-05 09:29:58.041704+00:00
4,29,12,2011-01-05 14:35:15.536295+00:00,-290.6247371157093,559.0420415172251,5.078125,6,49.45913364432415,-129.5092966387368,5.078125,12,618680,-0.0865161418914794,W02,S,1294238175.703,2011-01-05 14:35:15.536295+00:00
5,35,13,2011-01-05 22:30:19.072613+00:00,-297.3185890262439,503.2563651187477,13.671875,6,48.95556447002127,-129.56015106641277,13.671875,13,366769,-0.051009178161621,W04,P,1294266645.9313,2011-01-05 22:30:19.072613+00:00
6,41,15,2011-01-07 17:48:56.472170+00:00,-176.8292546366216,514.6995807902302,12.109375,10,49.10455068927509,-127.92180655351903,12.109375,15,334428,1.32055926322937,W01,P,1294422560.0058,2011-01-07 17:48:56.472170+00:00
7,51,16,2011-01-09 05:25:15.839021+00:00,-94.27174774002854,498.9651592419417,27.734375,10,48.981287516809935,-126.78789436366002,27.734375,16,585825,-0.405674934387207,W02,S,1294550736.7763,2011-01-09 05:25:15.839021+00:00
8,61,18,2011-01-10 06:23:59.525080+00:00,-94.27174774002854,490.38274748832976,18.359375,7,48.9041330328523,-126.7859102950372,18.359375,18,556474,-0.3906030654907226,W03,S,1294640654.5447,2011-01-10 06:23:59.525080+00:00
9,68,21,2011-01-12 09:32:28.999976+00:00,-93.15610575493945,498.9651592419417,24.609375,15,48.98145663307552,-126.772656970314,24.609375,21,311579,-0.8029098510742188,W01,P,1294824763.2426,2011-01-12 09:32:28.999976+00:00
10,83,22,2011-01-13 17:26:13.090807+00:00,-223.6862180103636,514.6995807902302,0.390625,8,49.08931489875382,-128.5626865975056,0.390625,22,303839,0.0353233814239501,W01,P,1294939601.782,2011-01-13 17:26:13.090807+00:00
11,91,25,2011-01-14 14:44:39.176230+00:00,-85.34661185931579,448.9010906792056,9.765625,6,48.53248056223255,-126.6556192181348,9.765625,25,337649,1.2405664920806885,W03,P,1295016284.1422,2011-01-14 14:44:39.176230+00:00
