,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,6,2,2011-03-20 04:20:39.627115+00:00,-142.24435309885965,664.8917864784388,49.609375,6,50.46305681285981,-127.50338396063152,49.609375,2,385699,0.8391411304473877,FORK,P,1300594887.515,2011-03-20 04:20:39.627115+00:00
1,12,3,2011-03-21 16:57:21.730601+00:00,170.13540272608702,354.4945613894745,49.609375,6,47.666875826588594,-123.23463018711564,49.609375,3,409168,-0.7938168048858643,FORK,P,1300726657.59,2011-03-21 16:57:21.730601+00:00
2,24,6,2011-05-21 11:06:10.027406+00:00,189.10131647260164,453.1922965560115,16.796875,7,48.54837183446571,-122.9386253403274,16.796875,6,410652,-0.9417941570281982,BMSB,P,1305975992.5,2011-05-21 11:06:10.027406+00:00
3,37,9,2011-06-06 04:06:42.542511+00:00,50.76171032155383,374.5201888145689,16.015625,6,47.86734870290581,-124.82151523118308,16.015625,9,348924,-0.1311709880828857,FORK,P,1307333207.865,2011-06-06 04:06:42.542511+00:00
4,66,13,2011-06-15 23:35:53.439706+00:00,227.03314396563087,471.7875220221706,17.578125,7,48.702781711357645,-122.41537892740976,17.578125,13,387809,-0.4473702907562256,BMSB,P,1308180980.85,2011-06-15 23:35:53.439706+00:00
5,73,14,2011-06-19 10:55:15.239185+00:00,219.2236500700072,473.217923981106,13.671875,8,48.71841761963874,-122.52057249426312,13.671875,14,400767,-0.3481020927429199,BMSB,P,1308480942.0,2011-06-19 10:55:15.239185+00:00
6,103,18,2011-07-16 13:07:57.491332+00:00,7.251672903079118,404.55862995221065,35.546875,6,48.13946523831031,-125.40256270145794,35.546875,18,392237,0.2012627124786377,BMSB,P,1310821690.85,2011-07-16 13:07:57.491332+00:00
7,109,20,2011-07-20 14:12:37.063548+00:00,264.96497145866005,358.78576726628046,37.890625,6,47.67355311802823,-121.97139330146368,37.890625,20,348880,0.1657955646514892,BMSB,P,1311171193.675,2011-07-20 14:12:37.063548+00:00
8,130,26,2011-08-12 06:02:07.961653+00:00,235.9582798463436,606.2453061620907,1.171875,7,49.90651578579578,-122.21495396092638,1.171875,26,365300,0.0459847450256347,BMSB,P,1313128963.625,2011-08-12 06:02:07.961653+00:00
9,145,29,2011-08-31 03:53:11.139712+00:00,73.07455002333573,370.228982937763,19.921875,6,47.8266104615483,-124.52404235909404,19.921875,29,358230,-0.1723644733428955,FORK,P,1314762795.69,2011-08-31 03:53:11.139712+00:00
10,151,30,2011-09-06 02:20:44.632886+00:00,194.67952639804716,368.79858097882766,12.109375,6,47.78847964427275,-122.9017585976987,12.109375,30,374682,-0.4824972152709961,BMSB,P,1315275672.625,2011-09-06 02:20:44.632886+00:00
11,157,31,2011-09-07 04:38:06.729363+00:00,23.986302679415548,383.1026005681808,5.859375,6,47.946092464874624,-125.17891122520348,5.859375,31,372517,-0.1886255741119384,FORK,P,1315370296.24,2011-09-07 04:38:06.729363+00:00
