,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,0,1,2011-03-01 17:07:07.540138+00:00,59.68684620226659,375.95059077350425,31.640625,6,47.879445323665706,-124.70203479850176,31.640625,1,397897,0.3023240566253662,FORK,P,1298999233.59,2011-03-01 17:07:07.540138+00:00
1,18,4,2011-04-23 20:03:08.498333+00:00,61.91813017244478,375.95059077350425,32.421875,6,47.87923415283243,-124.67220748594264,32.421875,4,405210,0.2133934497833252,FORK,P,1303588994.44,2011-04-23 20:03:08.498333+00:00
2,31,8,2011-06-03 18:29:35.022335+00:00,81.99968590404849,434.5970710898524,4.296875,6,48.4043166996169,-124.3924925317603,4.296875,8,350069,-0.101539134979248,BMSB,P,1307125788.325,2011-06-03 18:29:35.022335+00:00
3,43,10,2011-06-13 08:52:29.304203+00:00,48.530426351375645,428.875463254111,1.171875,8,48.3563287899356,-124.84515531618784,1.171875,10,404913,0.0408017635345459,BMSB,P,1307955161.725,2011-06-13 08:52:29.304203+00:00
4,51,11,2011-06-13 10:24:05.516368+00:00,35.1427225303065,414.57144366475785,12.890625,8,48.22858177358499,-125.0269840614551,12.890625,11,404915,-0.1234772205352783,BMSB,P,1307960656.975,2011-06-13 10:24:05.516368+00:00
5,59,12,2011-06-15 03:50:28.705882+00:00,143.35999508394872,474.6483259400412,6.640625,7,48.75331993570149,-123.55033623302248,6.640625,12,387799,-0.2534980773925781,BMSB,P,1308109846.95,2011-06-15 03:50:28.705882+00:00
6,81,15,2011-06-21 22:04:33.157186+00:00,34.0270805452174,414.57144366475785,13.671875,6,48.22864256856757,-125.04199993412584,13.671875,15,407162,0.0113055706024169,BMSB,P,1308693884.675,2011-06-21 22:04:33.157186+00:00
7,87,16,2011-06-21 22:14:01.350319+00:00,35.1427225303065,414.57144366475785,9.765625,8,48.22858177358499,-125.0269840614551,9.765625,16,407164,0.0576546192169189,BMSB,P,1308694453.325,2011-06-21 22:14:01.350319+00:00
8,95,17,2011-07-06 13:39:52.873292+00:00,75.30583399351393,405.9890319111459,37.109375,8,48.14791523594409,-124.48797939250817,37.109375,17,374486,0.0981631278991699,BMSB,P,1309959607.425,2011-07-06 13:39:52.873292+00:00
9,115,21,2011-07-24 12:19:27.721317+00:00,185.75439051733437,375.95059077350425,49.609375,8,47.85537711212553,-123.0176939282912,49.609375,21,380316,0.1966440677642822,BMSB,P,1311509995.025,2011-07-24 12:19:27.721317+00:00
10,123,25,2011-08-03 09:01:32.023543+00:00,64.14941414262296,437.457875007723,6.640625,7,48.43210867134776,-124.63311262784434,6.640625,25,644770,-0.0361137390136718,BMSB,S,1312362111.325,2011-08-03 09:01:32.023543+00:00
11,175,40,2011-10-16 03:20:23.542344+00:00,44.06785841101927,380.24179665031016,25.390625,8,47.91929854884661,-124.91039664029825,25.390625,40,405248,0.3651211261749267,BMSB,P,1318735239.675,2011-10-16 03:20:23.542344+00:00
12,183,41,2011-10-21 10:58:58.082807+00:00,97.61867369529584,375.95059077350425,41.796875,8,47.87480196893426,-124.19502634621944,41.796875,41,362495,0.0452823638916015,FORK,P,1319194746.14,2011-10-21 10:58:58.082807+00:00
13,214,47,2011-11-16 20:10:53.735320+00:00,31.795796575039205,478.9395318168472,24.609375,6,48.80758959628486,-125.06712816116084,24.609375,47,415420,-0.5638201236724854,BMSB,P,1321474257.725,2011-11-16 20:10:53.735320+00:00
14,234,50,2011-11-22 15:41:28.911611+00:00,36.25836451539559,503.2563651187477,3.515625,6,49.02599787521144,-125.00421725875889,3.515625,50,384538,0.3941922187805176,BMSB,P,1321976495.5,2011-11-22 15:41:28.911611+00:00
15,254,55,2011-12-29 12:25:42.087227+00:00,59.68684620226659,467.4963161453647,7.421875,8,48.70264677775917,-124.68910427858584,7.421875,55,380275,-0.1047580242156982,FORK,P,1325161556.315,2011-12-29 12:25:42.087227+00:00
16,492,100,2012-02-21 16:11:21.791141+00:00,-81.99968590404849,584.789276778061,16.796875,8,49.75456963545869,-126.6379473184277,16.796875,100,20590,0.300776720046997,FORK,P,1329840716.4,2012-02-21 16:11:21.791141+00:00
17,507,104,2012-03-25 11:19:18.396240+00:00,71.95890803824663,368.79858097882766,31.640625,6,47.81387311732796,-124.53917768368368,31.640625,104,52119,-0.1153020858764648,FORK,P,1332674364.19,2012-03-25 11:19:18.396240+00:00
18,540,111,2012-05-26 14:32:30.358106+00:00,99.849957665474,590.5108846138022,1.171875,6,49.80329900208962,-124.11293845034656,1.171875,111,24779,0.258176326751709,FORK,P,1338042781.96,2012-05-26 14:32:30.358106+00:00
19,566,115,2012-06-01 04:12:15.918349+00:00,-269.42753939901644,514.6995807902302,0.390625,8,49.07101708126816,-129.1877273970789,0.390625,115,84258,-0.0780808925628662,FORK,P,1338523986.885,2012-06-01 04:12:15.918349+00:00
20,574,116,2012-06-02 14:47:21.695764+00:00,194.67952639804716,473.217923981106,12.109375,6,48.726557492175175,-122.85375229020956,12.109375,116,15963,-0.1915211677551269,FORK,P,1338648463.885,2012-06-02 14:47:21.695764+00:00
21,588,119,2012-06-16 06:57:24.963881+00:00,-132.20357523305776,579.0676689423195,16.796875,8,49.694218702015725,-127.33240777582024,16.796875,119,42316,0.7807397842407227,FORK,P,1339829883.685,2012-06-16 06:57:24.963881+00:00
22,602,124,2012-07-03 03:32:56.623527+00:00,-37.37400650048469,486.0915416115238,12.890625,8,48.87158967167474,-126.009463176161,12.890625,124,473923,0.0669207572937011,FORK,S,1341286414.14,2012-07-03 03:32:56.623527+00:00
23,622,127,2012-07-09 13:56:01.798751+00:00,52.992994291732025,463.2051102685587,11.328125,9,48.66466523771983,-124.78058767971346,11.328125,127,95291,-0.3230676651000976,FORK,P,1341842174.89,2012-07-09 13:56:01.798751+00:00
