,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
0,0,0,2012-10-01 04:32:56.834786+00:00,-36.80175626169279,-416.42613003846816,37.890625,21,40.75047751555008,-125.93577231339786,37.890625,0,153772,0.8917968273162842,FS01B,P,1349065993.81713,2012-10-01 04:32:56.834786+00:00
1,271,16,2012-10-01 23:30:57.202589+00:00,59.6442256655021,-431.9821954001716,37.890625,26,40.60906553299405,-124.79524092869852,37.890625,16,153845,0.3409900665283203,FS01B,P,1349134265.53713,2012-10-01 23:30:57.202589+00:00
2,514,24,2012-10-02 04:25:45.218111+00:00,28.34158240843008,-428.3923341628555,41.015625,50,40.643057131975226,-125.16494364212366,41.015625,24,166429,-0.0509359836578369,FS01B,P,1349151954.057389,2012-10-02 04:25:45.218111+00:00
3,594,26,2012-10-02 05:16:27.257156+00:00,80.79466029865887,-434.375436225049,46.484375,51,40.585721598061525,-124.5456615083442,46.484375,26,166436,0.1556081771850586,FS01B,P,1349154997.357389,2012-10-02 05:16:27.257156+00:00
4,645,27,2012-10-02 06:17:18.197502+00:00,8.037165160599574,-449.9315015867524,39.453125,35,40.44953672591228,-125.4052570277374,39.453125,27,166440,-0.3935608863830566,FS01B,P,1349158646.717389,2012-10-02 06:17:18.197502+00:00
5,680,28,2012-10-02 06:48:08.768091+00:00,25.803530252451264,-428.3923341628555,48.828125,50,40.643140289834754,-125.19494826477964,48.828125,28,166445,-0.4822225570678711,FS01B,P,1349160498.057389,2012-10-02 06:48:08.768091+00:00
6,806,37,2012-10-02 20:28:52.857922+00:00,68.95041690409107,-447.538260761875,39.453125,18,40.46826847729995,-124.68698355280772,39.453125,37,263035,-0.5265524387359619,FS02B,P,1349209738.8409,2012-10-02 20:28:52.857922+00:00
7,956,47,2012-10-03 01:14:33.781526+00:00,100.25306016116312,-451.1281219991911,49.609375,47,40.432761795618966,-124.31851319102708,49.609375,47,145875,-0.4247016906738281,FS01B,P,1349226884.697649,2012-10-03 01:14:33.781526+00:00
8,1037,51,2012-10-03 09:40:55.860454+00:00,11.42123470190466,-447.538260761875,49.609375,46,40.47104937324343,-125.36532230665854,49.609375,51,145900,-0.8733704090118408,FS01B,P,1349257264.637649,2012-10-03 09:40:55.860454+00:00
9,1121,55,2012-10-03 15:13:56.235407+00:00,-64.72032997745973,-458.3078444738235,46.484375,25,40.37163119261024,-126.26204739066516,46.484375,55,145919,0.3437724113464355,FS01B,P,1349277255.057649,2012-10-03 15:13:56.235407+00:00
10,1311,69,2012-10-04 04:50:52.753146+00:00,86.7167819959428,25.126802151420247,48.828125,6,44.72086962610113,-124.4054888392838,48.828125,69,335497,0.4517335891723633,BABR,P,1349326264.21,2012-10-04 04:50:52.753146+00:00
11,1317,70,2012-10-04 05:07:26.137557+00:00,80.79466029865887,13.160598027033023,49.609375,15,44.6138964234867,-124.48210988879256,49.609375,70,237642,0.9015588760375975,DBO,P,1349327277.365,2012-10-04 05:07:26.137557+00:00
