,idx,time,x,y,z,picks,latitude,longitude,depth
0,0,2012-10-01 11:32:56.903568+00:00,-36.80175626169279,-193.13528983774194,37.890625,22,40.76025540857283,-125.93583616355897,37.890625
1,1,2012-10-01 13:49:32.698471+00:00,57.95219089484956,-219.81670755093495,30.078125,15,40.51878341583367,-124.81615342899242,30.078125
2,2,2012-10-01 13:55:58.767739+00:00,79.10262552800631,-257.93301856978223,27.734375,10,40.173819936212674,-124.57132098437785,27.734375
3,3,2012-10-01 14:27:43.380922+00:00,71.48846906006989,-228.96462219545833,39.453125,26,40.43535562082965,-124.65746808813049,39.453125
4,4,2012-10-01 18:20:38.336797+00:00,25.803530252451264,-206.85716180452692,37.109375,15,40.637108608885946,-125.19497572098757,37.109375
5,5,2012-10-01 19:32:08.005017+00:00,92.63890369322667,-222.10368621206584,48.828125,41,40.495045193390595,-124.40723556705075,48.828125
6,6,2012-10-01 20:23:37.635484+00:00,126.4795991062775,-238.11253683998166,39.453125,11,40.3464625931882,-124.01134410303816,39.453125
7,7,2012-10-01 23:03:33.162037+00:00,93.48492107855296,-264.0316283327978,12.109375,26,40.1174287511214,-124.4033807384371,12.109375
8,8,2012-10-01 23:20:18.303648+00:00,72.33448644539615,-226.6776435343275,31.640625,10,40.4558756381304,-124.64723810271495,31.640625
9,9,2012-10-02 00:17:57.652549+00:00,-69.79643428941736,-218.29205511018108,36.328125,18,40.53160049108508,-126.32376635406702,36.328125
10,10,2012-10-02 01:57:46.773321+00:00,93.48492107855296,-238.87486306035862,25.390625,21,40.34394480406646,-124.39972083180291,25.390625
11,11,2012-10-02 03:00:13.653663+00:00,23.265478096472453,-110.80405803703178,44.140625,14,41.50208655075735,-125.22134992640827,44.140625
12,12,2012-10-02 06:30:57.209508+00:00,59.6442256655021,-209.90646668603472,37.890625,26,40.607901665978346,-124.79525315568745,37.890625
13,13,2012-10-02 08:00:41.203991+00:00,89.25483415192159,-256.4083661290284,24.609375,10,40.18653123601786,-124.4519387746974,24.609375
14,14,2012-10-02 09:33:26.610727+00:00,107.86721662909954,-271.6548905365672,20.703125,20,40.04706973786163,-124.23597649632602,20.703125
15,15,2012-10-02 09:37:32.308381+00:00,-21.573443325819913,-223.6283386528197,41.796875,36,40.48620150379324,-125.7544483010624,41.796875
16,16,2012-10-02 09:56:56.220110+00:00,-21.573443325819913,-222.86601243244274,42.578125,63,40.493066514943514,-125.75447423051408,42.578125
17,17,2012-10-02 10:54:09.568329+00:00,-160.32029451932834,-190.08598495623414,47.265625,43,40.77291037655649,-127.39895369891218,47.265625
18,18,2012-10-02 11:04:15.153510+00:00,-156.09020759269697,-189.32365873585718,49.609375,15,40.780584999878904,-127.34906485889172,49.609375
19,19,2012-10-02 11:25:45.216012+00:00,28.341582408430078,-206.09483558414996,41.015625,50,40.643890250193316,-125.1649394760416,41.015625
20,20,2012-10-02 11:46:25.118534+00:00,74.87253860137497,-193.13528983774194,47.265625,31,40.7576722943849,-124.61333718182716,47.265625
21,21,2012-10-02 12:16:27.348538+00:00,80.79466029865887,-212.19344534716555,44.921875,52,40.58551458798987,-124.54566445099661,44.921875
22,22,2012-10-02 13:17:18.202105+00:00,8.037165160599574,-227.43996975470446,39.453125,35,40.45211724830489,-125.40525340369571,39.453125
23,23,2012-10-02 13:48:09.031912+00:00,26.649547637777534,-205.33250936377306,42.578125,51,40.65081134352555,-125.18491050782272,42.578125
24,24,2012-10-02 18:26:13.166193+00:00,74.0265212160487,-187.03668007472635,0.390625,6,40.812660190981134,-124.62263245247871,0.390625
25,25,2012-10-02 18:52:38.113161+00:00,93.48492107855296,-224.39066487319667,42.578125,15,40.47435897546814,-124.39759470595259,42.578125
26,26,2012-10-02 23:37:07.629178+00:00,-102.79111231714191,-129.0998873260785,30.859375,8,41.33113869728215,-126.72789129868877,30.859375
27,27,2012-10-03 00:14:10.969007+00:00,10.575217316578389,-191.61063739698807,37.890625,11,40.774739861480704,-125.37473236172147,37.890625
28,28,2012-10-03 00:42:24.452897+00:00,87.56279938126906,-200.7585520415114,20.703125,6,40.687783228800825,-124.46414180124376,20.703125
29,29,2012-10-03 01:10:16.088152+00:00,-216.15744195086222,310.7623418314192,5.078125,6,45.263663142377,-128.25415446434639,5.078125
30,30,2012-10-03 01:24:44.811216+00:00,29.18759979375635,-212.19344534716555,36.328125,13,40.58894237191251,-125.15522027662693,36.328125
31,31,2012-10-03 03:28:52.853236+00:00,68.95041690409107,-225.15299109357363,39.453125,18,40.469891890837545,-124.68696397454931,39.453125
32,32,2012-10-03 04:23:43.029763+00:00,57.95219089484956,-226.6776435343275,35.546875,37,40.45700209272179,-124.81678024242574,35.546875
33,33,2012-10-03 04:45:37.445732+00:00,81.64067768398516,-258.6953447901592,23.828125,15,40.16671261342749,-124.54162424091889,23.828125
34,34,2012-10-03 05:40:14.854576+00:00,-140.01587727149786,87.40075926097407,47.265625,25,43.27374640640906,-127.2247836806838,47.265625
35,35,2012-10-03 06:10:00.318316+00:00,35.95573887636651,-201.5208782618883,0.390625,9,40.68478208302829,-125.07466374934226,0.390625
36,36,2012-10-03 06:32:14.177484+00:00,53.72210396821821,-233.53857951772,0.390625,9,40.395503473427304,-124.8672265674999,0.390625
37,37,2012-10-03 07:54:37.585932+00:00,40.18582580299787,-235.06323195847386,0.390625,8,40.382536099946364,-125.02675562997679,0.390625
38,38,2012-10-03 08:14:33.748303+00:00,100.25306016116312,-229.7269484158353,49.609375,47,40.42552462043409,-124.3186398489852,49.609375
39,39,2012-10-03 08:48:05.106380+00:00,61.336260436154646,-247.260451484505,21.484375,13,40.271412997824214,-124.77886506888187,21.484375
40,40,2012-10-03 12:26:12.773853+00:00,58.798208280175835,-235.82555817885083,4.296875,11,40.37456674471005,-124.80765181055479,4.296875
41,41,2012-10-03 16:40:55.737707+00:00,10.575217316578389,-226.6776435343275,49.609375,48,40.45895395700556,-125.37532079621324,49.609375
42,42,2012-10-03 17:17:58.352968+00:00,-142.55392942747665,82.8268019387124,0.390625,8,43.232119554028344,-127.25485205934591,0.390625
43,43,2012-10-03 17:44:44.564337+00:00,135.78579034486648,-249.5474301456359,16.796875,13,40.2420616107587,-123.90427364786596,16.796875
44,44,2012-10-03 21:50:14.145146+00:00,80.79466029865887,-216.0050764490503,39.453125,17,40.55119443165039,-124.54615188903058,39.453125
45,45,2012-10-03 22:13:57.491987+00:00,-58.798208280175835,-225.91531731395054,40.234375,28,40.46380732376693,-126.19326364615674,40.234375
46,46,2012-10-04 00:54:56.311429+00:00,67.25838213343854,-224.39066487319667,3.515625,6,40.476894943208144,-124.7068331714066,3.515625
47,47,2012-10-04 03:37:10.279536+00:00,-114.63535571170972,66.81795131079653,27.734375,15,43.092819412647565,-126.90797363581768,27.734375
48,48,2012-10-04 05:10:01.146142+00:00,127.3256164916038,-184.74970141359552,31.640625,8,40.82671554708136,-123.99062624111093,31.640625
49,49,2012-10-04 05:11:33.218086+00:00,123.09552956497242,-238.11253683998166,5.078125,16,40.34696831556936,-124.05116212822905,5.078125
50,50,2012-10-04 07:22:21.067863+00:00,108.71323401442582,-273.9418691976981,30.859375,18,40.026369415843014,-124.22644806018236,30.859375
51,51,2012-10-04 08:36:52.106816+00:00,118.86544263834107,-228.96462219545833,49.609375,32,40.42993894454288,-124.09923049396895,49.609375
52,52,2012-10-04 10:42:10.440879+00:00,156.09020759269697,-155.0189788188947,38.671875,8,41.089327693168975,-123.64230352322879,38.671875
53,53,2012-10-04 10:57:02.840054+00:00,77.41059075735379,-249.5474301456359,0.390625,7,40.249487538278174,-124.59017412735382,0.390625
54,54,2012-10-04 11:26:20.936112+00:00,26.649547637777534,-237.35021061960475,24.609375,10,40.36248322890376,-125.18625694733605,24.609375
55,55,2012-10-04 11:50:52.738657+00:00,86.7167819959428,247.4892655401326,48.828125,6,44.722286508137074,-124.4054621219193,48.828125
56,56,2012-10-04 12:07:26.090985+00:00,80.79466029865887,236.05437223447842,49.609375,15,44.62009384079786,-124.4820016030916,49.609375
57,57,2012-10-04 13:01:29.263449+00:00,74.87253860137497,-243.4488203826203,42.578125,34,40.304634358565295,-124.61928882464349,42.578125
58,58,2012-10-04 15:01:50.837326+00:00,30.03361717908262,-255.6460399086515,15.234375,22,40.1976035413847,-125.14727453560903,15.234375
59,59,2012-10-04 16:11:30.864558+00:00,115.48137309703598,-226.6776435343275,37.109375,27,40.45100479850796,-124.13868389273709,37.109375
60,60,2012-10-04 20:19:35.402121+00:00,68.10439951876481,-224.39066487319667,44.921875,16,40.47682605030729,-124.69685715467263,44.921875
61,61,2012-10-04 20:39:59.926860+00:00,105.32916447312073,-264.0316283327978,21.484375,13,40.11603002158693,-124.2644713619783,21.484375
62,62,2012-10-04 21:00:56.468560+00:00,-152.70613805139192,91.2123903628588,49.609375,12,43.30557311021424,-127.38208659034386,49.609375
63,63,2012-10-04 22:51:57.901606+00:00,-71.48846906006989,-219.05438133055804,34.765625,16,40.524592114023,-126.34364833005853,34.765625
64,64,2012-10-04 22:57:08.670358+00:00,-137.477825115519,88.92541170172797,49.609375,20,43.28793094202659,-127.19391286914775,49.609375
65,65,2012-10-04 23:38:29.762814+00:00,27.495565023103808,-243.4488203826203,23.828125,12,40.307534553585455,-125.17655933647299,23.828125
66,66,2012-10-05 00:00:19.022074+00:00,-142.55392942747665,77.49051839607378,0.390625,8,43.184109364532105,-127.2534758544835,0.390625
67,67,2012-10-05 00:38:11.470025+00:00,84.17872983996398,-233.53857951772,49.609375,32,40.39298415566162,-124.50853058736293,49.609375
68,68,2012-10-05 00:46:59.111361+00:00,136.63180773019275,-239.63718928073558,34.765625,11,40.33113812068885,-123.89222217512486,34.765625
69,69,2012-10-05 02:37:05.691599+00:00,-11.421234701904659,-162.6422410226641,12.890625,7,41.035581981647574,-125.63582166421762,12.890625
70,70,2012-10-05 04:19:40.721704+00:00,96.86899061985804,-238.87486306035862,15.234375,16,40.343559103331195,-124.35989906292941,15.234375
71,71,2012-10-05 05:24:13.376744+00:00,53.72210396821821,-215.24275022867334,39.453125,33,40.560255610376274,-124.86567783977777,39.453125
72,72,2012-10-05 06:22:00.024591+00:00,26.649547637777534,-238.11253683998166,22.265625,10,40.355618097494194,-125.18628876887311,22.265625
73,73,2012-10-05 06:48:37.332346+00:00,-142.55392942747665,93.49936902398963,25.390625,11,43.32813861355815,-127.25761465284839,25.390625
74,74,2012-10-05 09:05:10.863420+00:00,-146.78401635410802,-208.3818142452808,44.140625,14,40.61075678325289,-127.23441658963746,44.140625
75,75,2012-10-05 12:31:48.642491+00:00,-0.4230086926631355,-226.6776435343275,49.609375,50,40.45902108791045,-125.50498717374465,49.609375
76,76,2012-10-05 14:47:09.194507+00:00,10.575217316578389,-242.68649416224335,37.109375,10,40.31478506847193,-125.37558634741404,37.109375
77,77,2012-10-05 14:52:23.771242+00:00,109.55925139975209,-193.13528983774194,40.234375,11,40.75378605599356,-124.20265124167369,40.234375
78,78,2012-10-05 15:00:11.481299+00:00,4.65309561929449,-179.41341787095695,47.265625,10,40.88462940980768,-125.44479116575346,47.265625
79,79,2012-10-05 15:19:25.028831+00:00,-38.49379103234533,-222.10368621206584,45.703125,44,40.49931958650819,-125.95410350084659,45.703125
80,80,2012-10-05 15:40:50.748133+00:00,4.65309561929449,-232.01392707696607,37.890625,27,40.410952191296175,-125.44518014208946,37.890625
81,81,2012-10-05 16:40:04.070199+00:00,93.48492107855296,-182.46272275246469,16.015625,7,40.85185650647823,-124.39136116046339,16.015625
82,82,2012-10-05 19:24:58.820791+00:00,25.803530252451264,-235.06323195847386,29.296875,16,40.38310518301917,-125.1961244116433,29.296875
83,83,2012-10-05 20:27:26.444620+00:00,14.805304243209742,-145.87106417437133,41.796875,18,41.18654223608209,-125.32353114123595,41.796875
84,84,2012-10-05 20:32:11.974794+00:00,-124.78756433562498,-46.76865552536835,33.203125,7,42.06905431462663,-127.00778598241236,33.203125
85,85,2012-10-05 21:12:03.146355+00:00,208.5432854829258,-297.5739820293835,14.453125,9,39.79497938594618,-123.06526575624957,14.453125
86,86,2012-10-05 21:47:54.757130+00:00,149.3220685100868,-250.3097563660128,44.140625,11,40.23289723102169,-123.7454427060777,44.140625
87,87,2012-10-05 22:42:55.343141+00:00,78.25660814268005,-233.53857951772,49.609375,36,40.39356115002869,-124.57827332292581,49.609375
88,88,2012-10-06 00:57:07.597303+00:00,61.336260436154646,-230.4892746362122,49.609375,55,40.422436458927464,-124.77725480179573,49.609375
89,89,2012-10-06 01:38:54.633555+00:00,37.64777364701905,-191.61063739698807,49.609375,25,40.77394621744438,-125.05405313311728,49.609375
90,90,2012-10-06 02:07:14.577950+00:00,-50.338034426913126,-69.6384421366767,41.015625,9,41.87146034872679,-126.10635477356826,41.015625
91,91,2012-10-06 02:15:02.374571+00:00,75.71855598670123,-228.20229597508143,49.609375,54,40.441845871738984,-124.60752893464259,49.609375
92,92,2012-10-06 02:28:02.857330+00:00,-141.70791204215038,-197.7092471600036,47.265625,25,40.707708875893765,-127.17686608570914,47.265625
93,93,2012-10-06 02:40:47.508786+00:00,79.9486429133326,-263.269302112421,12.890625,7,40.12568791881603,-124.56205109862336,12.890625
94,94,2012-10-06 03:00:55.143008+00:00,31.725651949735163,-244.97347282337418,15.234375,13,40.29365442346267,-125.12687571117515,15.234375
95,95,2012-10-06 03:04:05.281289+00:00,52.030069197565666,-206.09483558414996,38.671875,27,40.642738168207885,-124.88490074246559,38.671875
96,96,2012-10-06 03:51:20.519682+00:00,-209.38930286825206,135.42731114472167,22.265625,27,43.68951025608059,-128.0970900831458,22.265625
97,97,2012-10-06 04:13:35.049295+00:00,-133.2477381888877,-135.96082330947098,30.078125,7,41.26493005694864,-127.09009095667953,30.078125
98,98,2012-10-06 04:21:37.736253+00:00,76.56457337202752,-229.7269484158353,47.265625,25,40.428039881491266,-124.59774189388989,47.265625
99,99,2012-10-06 04:45:15.463902+00:00,92.63890369322667,-258.6953447901592,49.609375,32,40.16557207070083,-124.41253730887334,49.609375
100,100,2012-10-06 05:40:45.883977+00:00,-118.86544263834107,70.62958241268126,29.296875,7,43.1264669834942,-126.9607277221261,29.296875
101,101,2012-10-06 05:59:35.491589+00:00,-50.338034426913126,70.62958241268126,0.390625,6,43.13411906890111,-126.11868081388879,0.390625
102,102,2012-10-06 06:02:34.193105+00:00,-75.71855598670123,1.2578963583792215,49.609375,21,42.507620916499576,-126.4212697475879,49.609375
103,103,2012-10-06 06:07:32.866103+00:00,-74.0265212160487,-1.0290823027516152,49.609375,53,42.48719907359298,-126.40038982142943,49.609375
104,104,2012-10-06 06:16:49.505152+00:00,-54.56812135354448,-1.791408523128561,28.515625,11,42.481951762461456,-126.16366157634995,28.515625
105,105,2012-10-06 06:26:09.458002+00:00,-78.25660814268005,3.5448750195100582,30.859375,12,42.527953636913914,-126.45245881213677,30.859375
106,106,2012-10-06 06:31:14.207692+00:00,-76.56457337202752,-0.26675608237466963,49.609375,24,42.493814187665244,-126.43135823488251,49.609375
