,Unnamed: 0,idx,time,x,y,z,picks,latitude,longitude,depth,event_idx,pick_idx,residual,station,phase,time_pick,datetime
215,215,11,2012-10-01 20:00:13.653663+00:00,23.265478096472453,-110.80405803703178,44.140625,14,41.50208655075735,-125.22134992640828,44.140625,11,153836,-0.0933825969696044,FS01B,P,1349121634.87713,2012-10-01 20:00:13.653663+00:00
229,229,12,2012-10-01 23:30:57.209508+00:00,59.6442256655021,-209.90646668603472,37.890625,26,40.607901665978346,-124.79525315568743,37.890625,12,153845,0.3466849327087402,FS01B,P,1349134265.53713,2012-10-01 23:30:57.209508+00:00
255,255,13,2012-10-02 01:00:41.203991+00:00,89.25483415192159,-256.4083661290284,24.609375,10,40.18653123601786,-124.4519387746974,24.609375,13,512185,1.0302865505218506,FS01B,S,1349139656.157389,2012-10-02 01:00:41.203991+00:00
265,265,14,2012-10-02 02:33:26.610727+00:00,107.86721662909954,-271.6548905365672,20.703125,20,40.04706973786163,-124.23597649632602,20.703125,14,166409,-0.2549672126770019,FS01B,P,1349145217.797389,2012-10-02 02:33:26.610727+00:00
285,285,15,2012-10-02 02:37:32.308381+00:00,-21.573443325819916,-223.6283386528197,41.796875,36,40.48620150379324,-125.7544483010624,41.796875,15,322271,0.9207878112792968,DBO,P,1349145505.34,2012-10-02 02:37:32.308381+00:00
321,321,16,2012-10-02 02:56:56.220110+00:00,-21.573443325819916,-222.86601243244277,42.578125,63,40.49306651494352,-125.75447423051408,42.578125,16,63701,-1.083056926727295,BB030,P,1349146658.000598,2012-10-02 02:56:56.220110+00:00
384,384,17,2012-10-02 03:54:09.568329+00:00,-160.32029451932834,-190.0859849562341,47.265625,43,40.77291037655649,-127.39895369891218,47.265625,17,109476,0.8068978786468506,BB060,P,1349150088.515595,2012-10-02 03:54:09.568329+00:00
427,427,18,2012-10-02 04:04:15.153510+00:00,-156.09020759269697,-189.3236587358572,49.609375,15,40.7805849998789,-127.34906485889172,49.609375,18,581852,0.4519743919372558,FS02B,S,1349150712.7209,2012-10-02 04:04:15.153510+00:00
442,442,19,2012-10-02 04:25:45.216012+00:00,28.34158240843008,-206.09483558415,41.015625,50,40.64389025019332,-125.1649394760416,41.015625,19,166429,-0.0577392578125,FS01B,P,1349151954.057389,2012-10-02 04:25:45.216012+00:00
492,492,20,2012-10-02 04:46:25.118534+00:00,74.87253860137497,-193.13528983774196,47.265625,31,40.7576722943849,-124.61333718182716,47.265625,20,166433,-0.4032876491546631,FS01B,P,1349153195.957389,2012-10-02 04:46:25.118534+00:00
523,523,21,2012-10-02 05:16:27.348538+00:00,80.79466029865887,-212.19344534716555,44.921875,52,40.58551458798987,-124.5456644509966,44.921875,21,166436,0.2089743614196777,FS01B,P,1349154997.357389,2012-10-02 05:16:27.348538+00:00
575,575,22,2012-10-02 06:17:18.202105+00:00,8.037165160599574,-227.4399697547045,39.453125,35,40.45211724830489,-125.40525340369572,39.453125,22,166440,-0.4089558124542236,FS01B,P,1349158646.717389,2012-10-02 06:17:18.202105+00:00
610,610,23,2012-10-02 06:48:09.031912+00:00,26.64954763777753,-205.33250936377303,42.578125,51,40.65081134352555,-125.18491050782272,42.578125,23,166445,-0.176915168762207,FS01B,P,1349160498.057389,2012-10-02 06:48:09.031912+00:00
661,661,24,2012-10-02 11:26:13.166193+00:00,74.0265212160487,-187.03668007472635,0.390625,6,40.812660190981134,-124.62263245247873,0.390625,24,283195,-0.2089295387268066,FS11B,P,1349177179.9442,2012-10-02 11:26:13.166193+00:00
667,667,25,2012-10-02 11:52:38.113161+00:00,93.48492107855296,-224.39066487319667,42.578125,15,40.47435897546814,-124.3975947059526,42.578125,25,512228,-0.211395263671875,FS01B,S,1349178775.117389,2012-10-02 11:52:38.113161+00:00
682,682,26,2012-10-02 16:37:07.629178+00:00,-102.79111231714192,-129.0998873260785,30.859375,8,41.33113869728215,-126.72789129868876,30.859375,26,406240,-0.5679054260253906,G10B,S,1349195860.326086,2012-10-02 16:37:07.629178+00:00
690,690,27,2012-10-02 17:14:10.969007+00:00,10.575217316578389,-191.61063739698807,37.890625,11,40.774739861480704,-125.37473236172148,37.890625,27,581899,-0.2227475643157959,FS02B,S,1349198071.2409,2012-10-02 17:14:10.969007+00:00
701,701,28,2012-10-02 17:42:24.452897+00:00,87.56279938126906,-200.7585520415114,20.703125,6,40.687783228800825,-124.46414180124376,20.703125,28,284718,-1.1674156188964844,FS12B,P,1349199749.0755,2012-10-02 17:42:24.452897+00:00
707,707,29,2012-10-02 18:10:16.088152+00:00,-216.15744195086225,310.7623418314192,5.078125,6,45.263663142377,-128.2541544643464,5.078125,29,50712,-0.6531696319580078,BB070,P,1349201459.550198,2012-10-02 18:10:16.088152+00:00
713,713,30,2012-10-02 18:24:44.811216+00:00,29.18759979375635,-212.19344534716555,36.328125,13,40.58894237191251,-125.15522027662692,36.328125,30,166488,-0.1573958396911621,FS01B,P,1349202292.497389,2012-10-02 18:24:44.811216+00:00
726,726,31,2012-10-02 20:28:52.853236+00:00,68.95041690409107,-225.15299109357363,39.453125,18,40.469891890837545,-124.68696397454931,39.453125,31,263035,-0.5316762924194336,FS02B,P,1349209738.8409,2012-10-02 20:28:52.853236+00:00
744,744,32,2012-10-02 21:23:43.029763+00:00,57.95219089484956,-226.6776435343275,35.546875,37,40.45700209272179,-124.81678024242574,35.546875,32,166498,0.8148107528686523,FS01B,P,1349213030.117389,2012-10-02 21:23:43.029763+00:00
781,781,33,2012-10-02 21:45:37.445732+00:00,81.64067768398516,-258.6953447901592,23.828125,15,40.16671261342749,-124.54162424091888,23.828125,33,166499,-0.5616514682769775,FS01B,P,1349214344.217389,2012-10-02 21:45:37.445732+00:00
796,796,34,2012-10-02 22:40:14.854576+00:00,-140.01587727149786,87.40075926097407,47.265625,25,43.27374640640906,-127.2247836806838,47.265625,34,64015,-0.0490007400512695,BB030,P,1349217624.340598,2012-10-02 22:40:14.854576+00:00
821,821,35,2012-10-02 23:10:00.318316+00:00,35.95573887636651,-201.5208782618883,0.390625,9,40.68478208302829,-125.07466374934226,0.390625,35,512243,-0.773707389831543,FS01B,S,1349219410.677389,2012-10-02 23:10:00.318316+00:00
830,830,36,2012-10-02 23:32:14.177484+00:00,53.72210396821821,-233.53857951772,0.390625,9,40.3955034734273,-124.8672265674999,0.390625,36,263054,0.2713549137115478,FS02B,P,1349220735.4569,2012-10-02 23:32:14.177484+00:00
839,839,37,2012-10-03 00:54:37.585932+00:00,40.18582580299787,-235.06323195847384,0.390625,8,40.38253609994637,-125.0267556299768,0.390625,37,145874,0.4543180465698242,FS01B,P,1349225679.357649,2012-10-03 00:54:37.585932+00:00
847,847,38,2012-10-03 01:14:33.748303+00:00,100.25306016116312,-229.7269484158353,49.609375,47,40.42552462043409,-124.3186398489852,49.609375,38,145875,-0.3717684745788574,FS01B,P,1349226884.697649,2012-10-03 01:14:33.748303+00:00
894,894,39,2012-10-03 01:48:05.106380+00:00,61.336260436154646,-247.260451484505,21.484375,13,40.27141299782421,-124.77886506888188,21.484375,39,145876,-0.2409579753875732,FS01B,P,1349228889.137649,2012-10-03 01:48:05.106380+00:00
907,907,40,2012-10-03 05:26:12.773853+00:00,58.79820828017584,-235.82555817885083,4.296875,11,40.37456674471005,-124.8076518105548,4.296875,40,247855,0.6909117698669434,FS02B,P,1349241974.1197,2012-10-03 05:26:12.773853+00:00
918,918,41,2012-10-03 09:40:55.737707+00:00,10.575217316578389,-226.6776435343275,49.609375,48,40.45895395700556,-125.37532079621324,49.609375,41,145900,-0.7748956680297852,FS01B,P,1349257264.637649,2012-10-03 09:40:55.737707+00:00
966,966,42,2012-10-03 10:17:58.352968+00:00,-142.55392942747665,82.8268019387124,0.390625,8,43.23211955402834,-127.25485205934592,0.390625,42,99399,0.4567933082580566,BB030,P,1349259485.029298,2012-10-03 10:17:58.352968+00:00
974,974,43,2012-10-03 10:44:44.564337+00:00,135.78579034486648,-249.5474301456359,16.796875,13,40.2420616107587,-123.90427364786596,16.796875,43,570996,-0.1986479759216308,FS02B,S,1349261105.7117,2012-10-03 10:44:44.564337+00:00
987,987,44,2012-10-03 14:50:14.145146+00:00,80.79466029865887,-216.0050764490503,39.453125,17,40.55119443165039,-124.54615188903058,39.453125,44,499787,-0.018925666809082,FS01B,S,1349275829.477649,2012-10-03 14:50:14.145146+00:00
1004,1004,45,2012-10-03 15:13:57.491987+00:00,-58.79820828017584,-225.9153173139505,40.234375,28,40.46380732376693,-126.19326364615674,40.234375,45,145919,-0.0710763931274414,FS01B,P,1349277255.057649,2012-10-03 15:13:57.491987+00:00
1032,1032,46,2012-10-03 17:54:56.311429+00:00,67.25838213343854,-224.39066487319667,3.515625,6,40.476894943208144,-124.7068331714066,3.515625,46,247970,0.9514384269714355,FS02B,P,1349286899.7357,2012-10-03 17:54:56.311429+00:00
1038,1038,47,2012-10-03 20:37:10.279536+00:00,-114.63535571170972,66.81795131079653,27.734375,15,43.092819412647565,-126.90797363581768,27.734375,47,99614,0.1055247783660888,BB030,P,1349296635.159298,2012-10-03 20:37:10.279536+00:00
1053,1053,48,2012-10-03 22:10:01.146142+00:00,127.3256164916038,-184.74970141359552,31.640625,8,40.82671554708136,-123.99062624111092,31.640625,48,525530,0.1645231246948242,FS13B,S,1349302223.5679,2012-10-03 22:10:01.146142+00:00
1061,1061,49,2012-10-03 22:11:33.218086+00:00,123.09552956497242,-238.1125368399817,5.078125,16,40.34696831556936,-124.05116212822904,5.078125,49,499802,-0.2270982265472412,FS01B,S,1349302313.977649,2012-10-03 22:11:33.218086+00:00
1077,1077,50,2012-10-04 00:22:21.067863+00:00,108.71323401442582,-273.9418691976981,30.859375,18,40.02636941584301,-124.22644806018236,30.859375,50,205501,0.2314596176147461,FS01B,P,1349310153.457908,2012-10-04 00:22:21.067863+00:00
1095,1095,51,2012-10-04 01:36:52.106816+00:00,118.86544263834108,-228.96462219545836,49.609375,32,40.42993894454288,-124.09923049396896,49.609375,51,205505,-0.4322354793548584,FS01B,P,1349314625.197908,2012-10-04 01:36:52.106816+00:00
1127,1127,52,2012-10-04 03:42:10.440879+00:00,156.09020759269697,-155.0189788188947,38.671875,8,41.089327693168975,-123.6423035232288,38.671875,52,355361,0.0234777927398681,JCC,P,1349322139.888393,2012-10-04 03:42:10.440879+00:00
1135,1135,53,2012-10-04 03:57:02.840054+00:00,77.41059075735379,-249.5474301456359,0.390625,7,40.249487538278174,-124.59017412735382,0.390625,53,151832,0.3254506587982178,FS04B,P,1349323024.277632,2012-10-04 03:57:02.840054+00:00
1142,1142,54,2012-10-04 04:26:20.936112+00:00,26.64954763777753,-237.35021061960475,24.609375,10,40.36248322890376,-125.18625694733603,24.609375,54,205510,-0.1941585540771484,FS01B,P,1349324785.877908,2012-10-04 04:26:20.936112+00:00
1152,1152,55,2012-10-04 04:50:52.738657+00:00,86.7167819959428,247.4892655401326,48.828125,6,44.722286508137074,-124.4054621219193,48.828125,55,335497,0.4626545906066894,BABR,P,1349326264.21,2012-10-04 04:50:52.738657+00:00
1158,1158,56,2012-10-04 05:07:26.090985+00:00,80.79466029865887,236.0543722344784,49.609375,15,44.62009384079786,-124.4820016030916,49.609375,56,237642,0.866330623626709,DBO,P,1349327277.365,2012-10-04 05:07:26.090985+00:00
1173,1173,57,2012-10-04 06:01:29.263449+00:00,74.87253860137497,-243.4488203826203,42.578125,34,40.304634358565295,-124.61928882464348,42.578125,57,205516,-0.0756101608276367,FS01B,P,1349330497.097908,2012-10-04 06:01:29.263449+00:00
1207,1207,58,2012-10-04 08:01:50.837326+00:00,30.03361717908262,-255.6460399086515,15.234375,22,40.1976035413847,-125.14727453560904,15.234375,58,205523,0.6836433410644531,FS01B,P,1349337715.877908,2012-10-04 08:01:50.837326+00:00
1229,1229,59,2012-10-04 09:11:30.864558+00:00,115.48137309703598,-226.6776435343275,37.109375,27,40.45100479850796,-124.13868389273708,37.109375,59,205525,-0.3928656578063965,FS01B,P,1349341902.937908,2012-10-04 09:11:30.864558+00:00
1256,1256,60,2012-10-04 13:19:35.402121+00:00,68.10439951876481,-224.39066487319667,44.921875,16,40.47682605030729,-124.69685715467264,44.921875,60,253453,-0.1979801654815673,FS02B,P,1349356782.4305,2012-10-04 13:19:35.402121+00:00
1272,1272,61,2012-10-04 13:39:59.926860+00:00,105.32916447312073,-264.0316283327978,21.484375,13,40.11603002158693,-124.2644713619783,21.484375,61,152076,0.6516046524047852,FS04B,P,1349358006.075497,2012-10-04 13:39:59.926860+00:00
1285,1285,62,2012-10-04 14:00:56.468560+00:00,-152.70613805139192,91.2123903628588,49.609375,12,43.30557311021424,-127.38208659034386,49.609375,62,116996,-0.000542402267456,BB030,P,1349359267.377898,2012-10-04 14:00:56.468560+00:00
1297,1297,63,2012-10-04 15:51:57.901606+00:00,-71.48846906006989,-219.05438133055804,34.765625,16,40.524592114023,-126.34364833005851,34.765625,63,574225,-0.4638655185699463,FS02B,S,1349365953.5265,2012-10-04 15:51:57.901606+00:00
1313,1313,64,2012-10-04 15:57:08.670358+00:00,-137.477825115519,88.92541170172797,49.609375,20,43.28793094202659,-127.19391286914777,49.609375,64,117022,-0.5196607112884521,BB030,P,1349366237.917898,2012-10-04 15:57:08.670358+00:00
1333,1333,65,2012-10-04 16:38:29.762814+00:00,27.495565023103808,-243.4488203826203,23.828125,12,40.307534553585455,-125.176559336473,23.828125,65,205541,-0.2361037731170654,FS01B,P,1349368714.457908,2012-10-04 16:38:29.762814+00:00
1345,1345,66,2012-10-04 17:00:19.022074+00:00,-142.55392942747665,77.49051839607378,0.390625,8,43.184109364532105,-127.2534758544835,0.390625,66,117031,-0.0337891578674316,BB030,P,1349370024.547898,2012-10-04 17:00:19.022074+00:00
1353,1353,67,2012-10-04 17:38:11.470025+00:00,84.17872983996398,-233.53857951772,49.609375,32,40.39298415566162,-124.50853058736293,49.609375,67,445561,-0.8799574375152588,BB090,S,1349372379.3508,2012-10-04 17:38:11.470025+00:00
1385,1385,68,2012-10-04 17:46:59.111361+00:00,136.63180773019275,-239.6371892807356,34.765625,11,40.33113812068885,-123.89222217512486,34.765625,68,253529,0.7934474945068359,FS02B,P,1349372833.1425,2012-10-04 17:46:59.111361+00:00
1396,1396,69,2012-10-04 19:37:05.691599+00:00,-11.42123470190466,-162.6422410226641,12.890625,7,41.03558198164757,-125.63582166421762,12.890625,69,253561,0.6512007713317871,FS02B,P,1349379443.2385,2012-10-04 19:37:05.691599+00:00
1403,1403,70,2012-10-04 21:19:40.721704+00:00,96.86899061985804,-238.87486306035865,15.234375,16,40.3435591033312,-124.3598990629294,15.234375,70,574261,0.2414557933807373,FS02B,S,1349385591.8305,2012-10-04 21:19:40.721704+00:00
1419,1419,71,2012-10-04 22:24:13.376744+00:00,53.72210396821821,-215.24275022867332,39.453125,33,40.560255610376274,-124.86567783977776,39.453125,71,205561,0.3689675331115722,FS01B,P,1349389461.197908,2012-10-04 22:24:13.376744+00:00
1452,1452,72,2012-10-04 23:22:00.024591+00:00,26.64954763777753,-238.1125368399817,22.265625,10,40.355618097494194,-125.18628876887313,22.265625,72,205565,0.0375919342041015,FS01B,P,1349392924.917908,2012-10-04 23:22:00.024591+00:00
1462,1462,73,2012-10-04 23:48:37.332346+00:00,-142.55392942747665,93.49936902398964,25.390625,11,43.32813861355815,-127.2576146528484,25.390625,73,117120,0.9774878025054932,BB030,P,1349394526.927898,2012-10-04 23:48:37.332346+00:00
1473,1473,74,2012-10-05 02:05:10.863420+00:00,-146.78401635410802,-208.3818142452808,44.140625,14,40.61075678325289,-127.23441658963746,44.140625,74,599815,0.0604324340820312,FS01B,S,1349402762.178168,2012-10-05 02:05:10.863420+00:00
1487,1487,75,2012-10-05 05:31:48.642491+00:00,-0.4230086926631355,-226.6776435343275,49.609375,50,40.45902108791045,-125.50498717374464,49.609375,75,289298,-0.8646008968353271,FS01B,P,1349415118.518168,2012-10-05 05:31:48.642491+00:00
1537,1537,76,2012-10-05 07:47:09.194507+00:00,10.575217316578389,-242.68649416224332,37.109375,10,40.31478506847193,-125.37558634741404,37.109375,76,289303,0.5327692031860352,FS01B,P,1349423237.898168,2012-10-05 07:47:09.194507+00:00
1547,1547,77,2012-10-05 07:52:23.771242+00:00,109.55925139975209,-193.13528983774196,40.234375,11,40.75378605599356,-124.20265124167368,40.234375,77,146875,-0.6165258884429932,FS02B,P,1349423555.3012,2012-10-05 07:52:23.771242+00:00
1558,1558,78,2012-10-05 08:00:11.481299+00:00,4.65309561929449,-179.41341787095695,47.265625,10,40.88462940980768,-125.44479116575346,47.265625,78,599825,-0.5900092124938965,FS01B,S,1349424033.918168,2012-10-05 08:00:11.481299+00:00
1568,1568,79,2012-10-05 08:19:25.028831+00:00,-38.49379103234533,-222.10368621206584,45.703125,44,40.49931958650819,-125.9541035008466,45.703125,79,468290,0.2986445426940918,BB070,S,1349425241.920401,2012-10-05 08:19:25.028831+00:00
1612,1612,80,2012-10-05 08:40:50.748133+00:00,4.65309561929449,-232.01392707696607,37.890625,27,40.410952191296175,-125.44518014208946,37.890625,80,289305,-0.1962263584136963,FS01B,P,1349426459.578168,2012-10-05 08:40:50.748133+00:00
1639,1639,81,2012-10-05 09:40:04.070199+00:00,93.48492107855296,-182.46272275246469,16.015625,7,40.85185650647823,-124.3913611604634,16.015625,81,289309,0.0384917259216308,FS01B,P,1349430016.498168,2012-10-05 09:40:04.070199+00:00
1646,1646,82,2012-10-05 12:24:58.820791+00:00,25.803530252451264,-235.06323195847384,29.296875,16,40.38310518301917,-125.1961244116433,29.296875,82,93368,0.0152726173400878,BB030,P,1349439946.416501,2012-10-05 12:24:58.820791+00:00
1662,1662,83,2012-10-05 13:27:26.444620+00:00,14.805304243209742,-145.87106417437133,41.796875,18,41.18654223608209,-125.32353114123596,41.796875,83,289321,-0.4779298305511474,FS01B,P,1349443662.778168,2012-10-05 13:27:26.444620+00:00
1680,1680,84,2012-10-05 13:32:11.974794+00:00,-124.78756433562498,-46.76865552536835,33.203125,7,42.06905431462663,-127.00778598241236,33.203125,84,93402,-0.3607094287872314,BB030,P,1349443947.576501,2012-10-05 13:32:11.974794+00:00
1687,1687,85,2012-10-05 14:12:03.146355+00:00,208.5432854829258,-297.5739820293835,14.453125,9,39.79497938594618,-123.06526575624956,14.453125,85,333076,-1.15728497505188,FS09B,P,1349446348.359598,2012-10-05 14:12:03.146355+00:00
1696,1696,86,2012-10-05 14:47:54.757130+00:00,149.3220685100868,-250.3097563660128,44.140625,11,40.23289723102169,-123.7454427060777,44.140625,86,592157,0.4880108833312988,FS16B,S,1349448501.5824,2012-10-05 14:47:54.757130+00:00
1707,1707,87,2012-10-05 15:42:55.343141+00:00,78.25660814268005,-233.53857951772,49.609375,36,40.39356115002869,-124.5782733229258,49.609375,87,289329,-0.3686232566833496,FS01B,P,1349451784.038168,2012-10-05 15:42:55.343141+00:00
1743,1743,88,2012-10-05 17:57:07.597303+00:00,61.336260436154646,-230.4892746362122,49.609375,55,40.42243645892746,-124.77725480179572,49.609375,88,289335,-0.0544435977935791,FS01B,P,1349459835.558168,2012-10-05 17:57:07.597303+00:00
1798,1798,89,2012-10-05 18:38:54.633555+00:00,37.64777364701905,-191.61063739698807,49.609375,25,40.77394621744438,-125.05405313311728,49.609375,89,599846,-0.4182605743408203,FS01B,S,1349462352.598168,2012-10-05 18:38:54.633555+00:00
1823,1823,90,2012-10-05 19:07:14.577950+00:00,-50.338034426913126,-69.6384421366767,41.015625,9,41.87146034872679,-126.10635477356826,41.015625,90,415924,-0.58817458152771,FS20B,S,1349464082.688204,2012-10-05 19:07:14.577950+00:00
1832,1832,91,2012-10-05 19:15:02.374571+00:00,75.71855598670123,-228.20229597508143,49.609375,54,40.44184587173898,-124.6075289346426,49.609375,91,289342,-0.0425949096679687,FS01B,P,1349464511.338168,2012-10-05 19:15:02.374571+00:00
1886,1886,92,2012-10-05 19:28:02.857330+00:00,-141.70791204215038,-197.7092471600036,47.265625,25,40.707708875893765,-127.17686608570914,47.265625,92,289343,-0.7841711044311523,FS01B,P,1349465311.978168,2012-10-05 19:28:02.857330+00:00
1911,1911,93,2012-10-05 19:40:47.508786+00:00,79.9486429133326,-263.269302112421,12.890625,7,40.12568791881603,-124.56205109862336,12.890625,93,147076,-0.622462272644043,FS02B,P,1349466052.3972,2012-10-05 19:40:47.508786+00:00
1918,1918,94,2012-10-05 20:00:55.143008+00:00,31.725651949735163,-244.97347282337415,15.234375,13,40.29365442346267,-125.12687571117516,15.234375,94,419457,0.3660066127777099,BB060,S,1349467332.289696,2012-10-05 20:00:55.143008+00:00
1931,1931,95,2012-10-05 20:04:05.281289+00:00,52.03006919756567,-206.09483558415,38.671875,27,40.642738168207885,-124.8849007424656,38.671875,95,289346,1.484356164932251,FS01B,P,1349467454.998168,2012-10-05 20:04:05.281289+00:00
1958,1958,96,2012-10-05 20:51:20.519682+00:00,-209.3893028682521,135.42731114472167,22.265625,27,43.68951025608059,-128.0970900831458,22.265625,96,218423,-1.2075769901275637,BABR,P,1349470333.165,2012-10-05 20:51:20.519682+00:00
1985,1985,97,2012-10-05 21:13:35.049295+00:00,-133.2477381888877,-135.96082330947098,30.078125,7,41.26493005694864,-127.09009095667952,30.078125,97,51599,-0.8436315059661865,FS20B,P,1349471644.944666,2012-10-05 21:13:35.049295+00:00
1992,1992,98,2012-10-05 21:21:37.736253+00:00,76.56457337202752,-229.7269484158353,47.265625,25,40.42803988149127,-124.59774189388988,47.265625,98,289348,-0.1189141273498535,FS01B,P,1349472106.378168,2012-10-05 21:21:37.736253+00:00
2017,2017,99,2012-10-05 21:45:15.463902+00:00,92.63890369322668,-258.6953447901592,49.609375,32,40.16557207070083,-124.41253730887334,49.609375,99,289351,0.2539949417114258,FS01B,P,1349473526.418168,2012-10-05 21:45:15.463902+00:00
2049,2049,100,2012-10-05 22:40:45.883977+00:00,-118.86544263834108,70.62958241268126,29.296875,7,43.1264669834942,-126.9607277221261,29.296875,100,93631,0.1738195419311523,BB030,P,1349476851.366501,2012-10-05 22:40:45.883977+00:00
2056,2056,101,2012-10-05 22:59:35.491589+00:00,-50.338034426913126,70.62958241268126,0.390625,6,43.13411906890111,-126.1186808138888,0.390625,101,56222,1.4973368644714355,BB060,P,1349477981.529696,2012-10-05 22:59:35.491589+00:00
2062,2062,102,2012-10-05 23:02:34.193105+00:00,-75.71855598670123,1.2578963583792215,49.609375,21,42.507620916499576,-126.4212697475879,49.609375,102,93641,0.2633318901062011,BB030,P,1349478166.576501,2012-10-05 23:02:34.193105+00:00
2083,2083,103,2012-10-05 23:07:32.866103+00:00,-74.0265212160487,-1.0290823027516152,49.609375,53,42.48719907359298,-126.40038982142944,49.609375,103,93644,0.4267435073852539,BB030,P,1349478465.756501,2012-10-05 23:07:32.866103+00:00
2136,2136,104,2012-10-05 23:16:49.505152+00:00,-54.56812135354448,-1.791408523128561,28.515625,11,42.481951762461456,-126.16366157634997,28.515625,104,93646,0.5154328346252441,BB030,P,1349479023.426501,2012-10-05 23:16:49.505152+00:00
2147,2147,105,2012-10-05 23:26:09.458002+00:00,-78.25660814268005,3.5448750195100582,30.859375,12,42.52795363691392,-126.45245881213675,30.859375,105,56234,0.5057663917541504,BB060,P,1349479578.419696,2012-10-05 23:26:09.458002+00:00
2159,2159,106,2012-10-05 23:31:14.207692+00:00,-76.56457337202752,-0.2667560823746696,49.609375,24,42.49381418766525,-126.43135823488252,49.609375,106,93657,0.3708016872406006,BB030,P,1349479886.776501,2012-10-05 23:31:14.207692+00:00
2183,2183,107,2012-10-06 02:34:43.971194+00:00,-73.18050383072244,47.759795801372896,16.796875,10,42.92642106990746,-126.39639757821936,16.796875,107,413210,-1.0278077125549316,BB030,S,1349490895.215101,2012-10-06 02:34:43.971194+00:00
2193,2193,108,2012-10-06 02:59:45.614624+00:00,-74.0265212160487,41.661186038357336,0.390625,7,42.87144880161499,-126.4059552821788,0.390625,108,105979,-0.8824324607849121,BB060,P,1349492388.140998,2012-10-06 02:59:45.614624+00:00
2200,2200,109,2012-10-06 03:27:14.909927+00:00,79.10262552800631,-237.35021061960475,33.984375,20,40.35915977337303,-124.56878261208348,33.984375,109,220108,-0.2904651165008545,FS01B,P,1349494042.078427,2012-10-06 03:27:14.909927+00:00
2220,2220,110,2012-10-06 06:07:09.048597+00:00,83.33271245463771,-222.10368621206584,35.546875,11,40.496030982654055,-124.51699479609236,35.546875,110,220116,-0.634953498840332,FS01B,P,1349503637.018427,2012-10-06 06:07:09.048597+00:00
2231,2231,111,2012-10-06 06:40:08.463422+00:00,26.64954763777753,-233.53857951772,21.484375,9,40.3968087630094,-125.18609767540669,21.484375,111,220118,-0.128469705581665,FS01B,P,1349505613.238427,2012-10-06 06:40:08.463422+00:00
2240,2240,112,2012-10-06 08:20:46.444489+00:00,96.02297323453176,-235.06323195847384,20.703125,16,40.377976279857634,-124.3692811289713,20.703125,112,550469,-0.3734474182128906,FS01B,S,1349511660.678427,2012-10-06 08:20:46.444489+00:00
2256,2256,113,2012-10-06 08:30:39.208044+00:00,-123.09552956497242,-204.5701831433961,46.484375,10,40.64893413324153,-126.955349696644,46.484375,113,551625,0.0650477409362793,FS06B,S,1349512287.7752,2012-10-06 08:30:39.208044+00:00
