,idx,time,x,y,z,picks,latitude,longitude,depth
0,0,2012-10-01 04:32:58.332174+00:00,-26.649547637777534,-190.08598495623414,36.328125,9,40.788105357780196,-125.81573753113186,36.328125
1,1,2012-10-01 06:49:32.774709+00:00,65.56634736278599,-222.10368621206584,22.265625,8,40.49762351129882,-124.7265489262641,22.265625
2,2,2012-10-01 07:27:43.637578+00:00,75.71855598670123,-225.91531731395054,41.015625,11,40.46243873789694,-124.60725643701826,41.015625
3,3,2012-10-01 11:20:41.931150+00:00,38.49379103234533,-231.25160085658916,33.984375,9,40.4169407780584,-125.04645081431816,33.984375
4,4,2012-10-01 12:32:08.206160+00:00,94.33093846387922,-220.5790337713119,48.046875,20,40.50858229597206,-124.38705306290022,48.046875
5,5,2012-10-01 16:03:31.712376+00:00,93.48492107855296,-257.93301856978223,37.890625,11,40.172342575562496,-124.40249729402909,37.890625
6,6,2012-10-01 17:17:59.756840+00:00,-58.798208280175835,-205.33250936377306,48.828125,10,40.64914866947949,-126.19517811584282,48.828125
7,7,2012-10-01 18:57:44.902391+00:00,95.17695584920548,-267.08093321430556,12.109375,9,40.089782199493854,-124.38398474158873,12.109375
8,8,2012-10-01 20:00:15.411025+00:00,36.80175626169279,-117.6649940204243,0.390625,8,41.43980618603379,-125.05964823728237,0.390625
9,9,2012-10-01 23:30:57.156702+00:00,59.6442256655021,-208.3818142452808,37.890625,16,40.621630484519,-124.79510888214423,37.890625
10,10,2012-10-02 01:00:39.451878+00:00,89.25483415192159,-244.97347282337418,48.828125,6,40.28949462169056,-124.45034987170153,48.828125
11,11,2012-10-02 02:33:27.019870+00:00,108.71323401442582,-267.08093321430556,22.265625,6,40.08814444552388,-124.22529736918177,22.265625
12,12,2012-10-02 02:37:33.296918+00:00,-17.343356399188554,-219.05438133055804,44.140625,29,40.52749066073322,-125.70468199588902,44.140625
13,13,2012-10-02 02:56:57.054985+00:00,-16.497339013862284,-219.05438133055804,42.578125,27,40.52750791521021,-125.69469756443341,42.578125
14,14,2012-10-02 03:54:09.211413+00:00,-162.01232928998087,-190.8483111766111,48.046875,21,40.76571802028638,-127.41878734209727,48.046875
15,15,2012-10-02 04:25:44.934867+00:00,28.341582408430078,-206.85716180452692,44.140625,23,40.637025468621594,-125.16497379878268,44.140625
16,16,2012-10-02 04:46:27.181971+00:00,82.48669506931142,-200.7585520415114,37.109375,14,40.688306360607626,-124.52418301027829,37.109375
17,17,2012-10-02 05:16:27.148613+00:00,79.9486429133326,-211.4311191267886,49.609375,23,40.5924607357325,-124.55555962969328,49.609375
18,18,2012-10-02 06:17:16.500038+00:00,-0.4230086926631355,-232.77625329734303,48.046875,15,40.404099902536416,-125.50498311818421,48.046875
19,19,2012-10-02 06:48:09.003035+00:00,28.341582408430078,-206.85716180452692,44.140625,24,40.637025468621594,-125.16497379878268,44.140625
20,20,2012-10-02 19:01:17.017094+00:00,129.01765126225632,-232.01392707696607,19.140625,7,40.40097670095601,-123.9802480658667,19.140625
21,21,2012-10-02 20:28:51.358038+00:00,49.49201704158685,-185.51202763397248,26.171875,8,40.8282335877771,-124.9132780377425,26.171875
22,22,2012-10-02 21:23:43.090278+00:00,57.95219089484956,-219.05438133055804,37.890625,17,40.5256479658933,-124.81608366314018,37.890625
23,23,2012-10-03 01:14:34.027227+00:00,98.56102539051057,-222.86601243244274,49.609375,21,40.48749995207931,-124.33751018289854,49.609375
24,24,2012-10-03 09:40:53.908802+00:00,-0.4230086926631355,-234.30090573809696,49.609375,18,40.39036952441691,-125.50498210603669,49.609375
25,25,2012-10-03 14:50:17.948916+00:00,85.8707646106165,-211.4311191267886,12.109375,9,40.591867594248356,-124.48561114483373,12.109375
26,26,2012-10-03 15:13:56.376819+00:00,-65.56634736278599,-226.6776435343275,33.984375,15,40.4564367063439,-126.27297855584554,33.984375
27,27,2012-10-03 22:10:01.146142+00:00,127.3256164916038,-184.74970141359552,31.640625,8,40.82671554708136,-123.99062624111093,31.640625
