,node,latitude_deg,latitude_min,longitude_deg,longitude_min,radius,buffer_zone,velocity_model_id,latitude,longitude
0,nod,45,45.0,122,5.0,136,9,2,45.75,-122.08333333333333
1,nod,46,20.0,122,10.0,136,9,2,46.333333333333336,-122.16666666666667
2,nod,47,5.0,122,15.0,136,9,2,47.083333333333336,-122.25
3,nod,47,50.0,122,30.0,136,9,2,47.833333333333336,-122.5
4,nod,48,35.0,122,50.0,136,9,2,48.583333333333336,-122.83333333333333
5,nod,50,0.0,124,25.0,136,9,2,50.0,-124.41666666666667
6,nod,50,40.0,125,25.0,136,9,2,50.666666666666664,-125.41666666666667
