,idx,time,x,y,z,picks,latitude,longitude,depth
0,0,2012-10-01 04:32:57.526930+00:00,-95.15337384718543,-109.3588944270905,38.671875,9,40.759805487414596,-125.87686637236227,38.671875
1,1,2012-10-01 06:49:31.081854+00:00,-0.5837630297373338,-136.0346201468643,37.890625,7,40.525086979240875,-124.75688918285613,37.890625
2,2,2012-10-01 07:27:43.749368+00:00,12.259023624484012,-142.89409247480614,40.234375,11,40.46322433503042,-124.60545998914817,40.234375
3,3,2012-10-01 11:20:41.930037+00:00,-25.101810278705358,-148.22923761876086,33.984375,9,40.41489073249117,-125.04575084236745,33.984375
4,4,2012-10-01 12:32:08.467516+00:00,29.771914516604028,-134.51029296287726,46.484375,19,40.538279914928644,-124.39858310857889,46.484375
5,5,2012-10-01 16:03:31.622286+00:00,29.771914516604028,-176.42929052252168,37.109375,11,40.16077902167402,-124.40053703282508,37.109375
6,6,2012-10-01 17:17:59.651900+00:00,-123.17399927457745,-121.55351189898711,48.046875,10,40.64631075631929,-126.20622037170023,48.046875
7,7,2012-10-01 18:57:44.952296+00:00,30.939440576078695,-184.05092644245707,12.109375,9,40.092097763118105,-124.38719794304248,12.109375
8,8,2012-10-01 20:00:14.463328+00:00,-35.609544813977365,-28.569553675775655,37.890625,8,41.49197896091241,-125.17642808157392,37.890625
9,9,2012-10-01 23:30:57.302812+00:00,-4.086341208161337,-124.60216626696125,36.328125,16,40.628029748523325,-124.79829824996072,36.328125
10,10,2012-10-02 01:00:39.356264+00:00,26.269336338180025,-161.18601868265102,49.609375,6,40.29817229086553,-124.44102655817639,49.609375
11,11,2012-10-02 02:33:27.426953+00:00,42.61470117082538,-188.6239079944183,0.390625,6,40.05040497020737,-124.25059662609986,0.390625
12,12,2012-10-02 02:37:33.179945+00:00,-81.14306113348943,-136.0346201468643,44.921875,29,40.5211197628929,-125.70753292399407,44.921875
13,13,2012-10-02 02:56:57.068725+00:00,-79.97553507401474,-135.27245655487076,42.578125,27,40.528095740775534,-125.69385352721244,42.578125
